TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscVal,MoSold,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Partial
648,11.66134547,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,437,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,11.68687877,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,11.4114463,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,439,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,11.60823564,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.128042,440,800,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3094,13.22672339,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,441,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,11.6784399,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,442,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,12.00089179,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,443,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,12.05815252,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,444,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
915,12.25486281,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,445,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,11.75587164,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,446,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1517,12.15477935,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,447,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,12.20557252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,448,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11.69107165,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,449,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,11.69524702,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,450,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,11.60823564,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,451,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,12.54254488,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.285759,452,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,12.22587527,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.470243,453,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,12.25486281,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,454,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,12.14419724,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,455,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1242,12.07539432,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,456,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,11.49272276,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,457,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1364,12.45293272,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.268831,458,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,11.98915964,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,459,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,11.60823564,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,460,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,12.48156194,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,461,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
560,11.9511804,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.291311,462,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.04104808,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,463,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,12.14791373,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,464,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,11.72803684,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,465,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,12.09368751,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,466,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,12.02574909,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.181044,467,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,11.89478071,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,468,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,12.4292162,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,469,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,12.1388639,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,470,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,12.26434155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,471,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,12.15477935,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,472,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,11.90496755,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,473,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,12.99453001,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,474,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1494,12.43320822,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,475,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,11.79433792,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,476,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,12.24961095,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,477,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,12.84792653,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,478,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,12.60148742,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,479,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,11.40166983,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.108571,480,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1833,12.69465266,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,481,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,12.83201108,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,482,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,11.9511804,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,483,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,12.00762171,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,484,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,11.79433792,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,485,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,11.89818787,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,486,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,11.95761129,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,487,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,12.07254125,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.208233,488,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,11.98292909,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.188291,489,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
630,11.36210258,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,490,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,11.65268741,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,491,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,11.79810441,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,492,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,12.05980333,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,493,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1269,11.9511804,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,494,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,11.42190607,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,495,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,10.46024211,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,496,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3200,12.97154049,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,497,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,12.12269104,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,498,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.77528973,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,499,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,11.69524702,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,500,480,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,11.6351431,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,501,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,12.33138284,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,502,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,11.8493977,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,503,400,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,12.57418197,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,504,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,11.89818787,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,505,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,11.73206099,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,506,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
777,12.27839331,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,507,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,12.24673463,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,508,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
689,11.98915964,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,509,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,11.73206099,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,510,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,12.01309451,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,511,2000,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,12.21930965,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,512,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
864,11.7745202,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,513,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,11.80559508,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,514,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,11.47729829,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,515,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,12.90634687,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,516,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
689,11.97035031,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,517,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1264,12.4874851,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,518,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,12.25961341,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,519,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,12.36307639,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,520,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.57355009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,11.91839057,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,522,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,11.97665948,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,523,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,12.12675884,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,524,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1379,12.66270604,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,525,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,12.07823927,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,526,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,11.7905572,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,527,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,13.00865926,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,528,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
528,11.36210258,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.011053,529,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,12.20918779,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,530,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1461,12.07254125,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,531,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
611,11.75978554,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.179378,532,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.58524613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.5789798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,12.08953883,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.529604,535,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,11.58524613,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,12.14419724,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,537,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.6195352,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,538,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,11.97035031,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,539,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,12.51355735,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,540,2000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,12.66032792,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,541,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,12.42118403,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,542,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,12.27022047,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.438032,543,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,11.79810441,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,544,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,12.09884928,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.355153,545,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1204,12.34147728,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.374392,546,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,12.25486281,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.201056,547,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,11.77143616,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,548,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,11.73606902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.076342,549,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,12.47990931,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,550,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,11.8493977,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,551,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
928,11.6307085,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,552,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,12.45097769,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,553,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.58988651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,12.55672952,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,555,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,11.6351431,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,556,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,11.85651517,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,557,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,11.58988651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,558,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729,12.07254125,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,559,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,12.36307639,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.280552,560,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,11.70766954,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,561,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,12.04355372,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,562,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,11.58988651,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,563,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,12.1281111,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,564,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,12.49874226,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,565,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,11.75978554,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.202297,566,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,12.69158046,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.286104,567,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,12.27373129,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,568,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,12.66539443,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,569,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,11.820116,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,570,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,11.86779879,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,571,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,11.69524702,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,572,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,12.32163099,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.452453,573,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
384,12.04355372,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,574,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,11.84222921,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,575,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,11.68266824,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,576,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
861,11.88448902,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,577,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,12.01066585,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.088925,578,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
689,11.8913619,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,579,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1050,11.78676213,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,580,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,12.11121236,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,581,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,12.4423022,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.465036,582,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
816,11.68266824,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,583,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
