TotalBsmtSF,LogSalePrice,BsmtHasBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtScore,Id,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition
884,11.79810441,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,585,No Feature,0,7,WD,Normal
1868,12.82098798,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,586,No Feature,0,3,New,Partial
816,11.77528973,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.068444,587,No Feature,0,5,WD,Normal
840,11.8277362,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,588,No Feature,0,7,WD,Normal
1437,11.87059991,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.103893,589,No Feature,0,6,WD,Partial
742,11.2835123,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,590,Shed,600,8,WD,Normal
770,12.13296417,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,591,No Feature,0,9,WD,Normal
1722,13.02132683,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,592,No Feature,0,6,ConLI,Normal
816,11.83500896,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.109445,593,No Feature,0,6,WD,Normal
848,11.8493977,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,594,No Feature,0,5,WD,Normal
924,11.60823564,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,595,No Feature,0,4,WD,Normal
1814,12.67294638,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,596,No Feature,0,8,New,Partial
684,11.64836504,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,597,No Feature,0,10,WD,Normal
1258,12.17664898,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.445797,598,No Feature,0,2,New,Partial
1430,12.28995413,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.269344,599,No Feature,0,3,WD,Normal
716,11.92503512,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.181949,600,No Feature,0,7,COD,Normal
1058,12.52452638,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,601,No Feature,0,6,WD,Normal
780,11.85651517,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,602,No Feature,0,12,WD,Normal
908,12.30138283,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,603,No Feature,0,2,WD,Abnorml
600,11.92503512,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,604,No Feature,0,6,WD,Normal
1494,12.30591798,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,605,No Feature,0,9,WD,Normal
768,12.23076526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,606,No Feature,0,10,WD,Normal
1040,11.9316358,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,607,No Feature,0,11,WD,Normal
896,12.32385568,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.109445,608,No Feature,0,8,WD,Normal
965,12.79135618,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.259072,609,No Feature,0,9,WD,Alloca
1029,11.68266824,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.008707,610,No Feature,0,4,WD,Normal
1440,12.65395847,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.601852,611,No Feature,0,5,WD,Normal
1032,11.90496755,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,612,Shed,500,7,WD,Normal
1299,12.47418956,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,613,No Feature,0,11,WD,Normal
1120,11.89818787,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,614,No Feature,0,12,New,Partial
630,11.23188794,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.169366,615,No Feature,0,5,WD,Normal
936,11.8313792,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.103893,616,No Feature,0,5,WD,Abnorml
783,12.11833373,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,617,No Feature,0,6,WD,Normal
832,11.56646623,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,618,No Feature,0,6,WD,Normal
1822,12.65973409,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.540741,619,No Feature,0,7,New,Partial
1482,12.62806706,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,620,No Feature,0,8,WD,Normal
864,11.1124479,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,621,No Feature,0,9,WD,Normal
1522,12.3883942,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,622,No Feature,0,6,WD,Normal
980,11.81303006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,623,No Feature,0,7,WD,Normal
756,12.03469103,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,624,No Feature,0,6,WD,Normal
732,12.01460943,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,625,No Feature,0,11,WD,Normal
1116,11.98292909,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,626,No Feature,0,2,WD,Normal
978,11.84868316,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,627,Shed,600,8,WD,Normal
1156,11.9381932,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.073642,628,No Feature,0,3,WD,Normal
1040,11.81303006,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.181817,629,No Feature,0,9,WD,Family
1248,12.03469103,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.103893,630,No Feature,0,6,WD,Normal
636,11.72803684,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.234562,631,No Feature,0,6,WD,Abnorml
1554,12.25247902,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.429576,632,No Feature,0,8,WD,Normal
1386,11.32055357,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,633,No Feature,0,4,WD,Family
1056,11.84510278,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,634,No Feature,0,7,WD,Normal
1056,11.87756858,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,635,Shed,600,6,WD,Normal
1440,12.20607265,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.203574,636,No Feature,0,3,WD,Abnorml
264,11.00209984,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,637,No Feature,0,1,ConLw,Normal
811,11.44035477,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,638,No Feature,0,11,WD,Normal
796,11.35040654,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,639,No Feature,0,5,WD,Normal
1520,12.48582713,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.355153,640,No Feature,0,10,New,Partial
1518,12.52088339,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.624923,641,No Feature,0,4,WD,Normal
1057,12.32829028,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,642,No Feature,0,5,WD,Normal
1952,12.7512997,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,643,No Feature,0,7,WD,Normal
780,11.9316358,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,644,No Feature,0,4,WD,Normal
1766,12.82362845,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.601852,645,No Feature,0,10,New,Partial
981,11.87234663,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,646,No Feature,0,3,WD,Normal
0,11.49577931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,No Feature,0,7,WD,Normal
1094,11.9511804,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.002051,648,No Feature,0,6,WD,Normal
756,11.9511804,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,649,No Feature,0,6,WD,Normal
630,11.34450681,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.184649,650,No Feature,0,12,WD,Normal
813,12.2353887,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,651,No Feature,0,5,WD,Normal
755,11.58988651,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.00081,652,No Feature,0,10,WD,Normal
880,12.16002871,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,653,No Feature,0,7,WD,Normal
756,11.81303006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,654,No Feature,0,6,WD,Normal
2109,12.76568843,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,655,No Feature,0,8,WD,Normal
525,11.38509209,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,656,No Feature,0,3,WD,Family
1053,11.88793137,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,657,No Feature,0,8,WD,Normal
776,11.91170158,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,658,No Feature,0,2,WD,Normal
912,11.48760766,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,659,No Feature,0,1,WD,Abnorml
1486,12.02574909,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,660,No Feature,0,3,WD,Normal
793,12.19551713,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,661,No Feature,0,11,WD,Normal
1629,12.90420737,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.367736,662,No Feature,0,7,WD,Normal
1392,11.60823564,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.241218,663,No Feature,0,7,WD,Normal
1138,11.8313792,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.184649,664,No Feature,0,4,WD,Normal
2077,12.95512746,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.601852,665,No Feature,0,1,New,Partial
1406,12.34800614,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,666,No Feature,0,11,WD,Normal
1021,11.76756768,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.188605,667,No Feature,0,8,WD,Abnorml
1408,12.17303279,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,668,No Feature,0,10,WD,Normal
1188,12.03171926,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,669,No Feature,0,11,WD,Normal
700,11.8313792,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.100674,670,No Feature,0,7,WD,Normal
738,12.06393288,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,671,No Feature,0,2,WD,Normal
672,11.54829261,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,672,No Feature,0,7,WD,Normal
1208,12.01370075,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.21416,673,No Feature,0,6,WD,Normal
1477,12.458775,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,674,No Feature,0,6,WD,Normal
1136,11.8493977,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,675,No Feature,0,7,WD,Normal
855,11.90834024,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,676,No Feature,0,4,WD,Normal
1095,11.3736634,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.189882,677,No Feature,0,5,WD,Normal
768,11.60367983,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,678,No Feature,0,5,WD,Normal
2046,12.82799232,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.52022,679,No Feature,0,7,New,Partial
988,11.76368418,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.063891,680,No Feature,0,10,WD,Normal
923,11.87059991,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.203888,681,No Feature,0,5,WD,Normal
793,11.97938532,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,682,No Feature,0,7,WD,Abnorml
1291,12.06104687,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,683,No Feature,0,11,WD,Normal
1626,12.56024446,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,684,No Feature,0,7,WD,Normal
1195,12.30591798,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,685,No Feature,0,6,WD,Normal
1190,12.24288662,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,686,No Feature,0,9,WD,Normal
874,12.33655251,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,687,No Feature,0,8,New,Partial
551,11.9103584,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,688,No Feature,0,3,WD,Normal
1419,12.87901712,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,689,No Feature,0,10,New,Partial
1362,12.17921519,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.208233,690,No Feature,0,6,WD,Normal
848,11.85651517,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,691,No Feature,0,5,WD,Normal
2444,13.53447303,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,692,No Feature,0,1,WD,Normal
1210,12.72188581,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,693,No Feature,0,4,WD,Normal
1073,11.5943211,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,694,No Feature,0,12,WD,Abnorml
927,11.860055,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,695,No Feature,0,4,WD,Normal
1112,12.07823927,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.367736,696,No Feature,0,7,WD,Normal
616,11.39639165,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.069686,697,No Feature,0,6,WD,Normal
980,11.72399644,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.570367,698,No Feature,0,9,WD,Normal
894,11.8386256,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,699,No Feature,0,4,WD,Normal
1391,12.18586994,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.352425,700,No Feature,0,7,WD,Normal
1800,12.65235975,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.618267,701,No Feature,0,5,WD,Normal
1164,11.8493977,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,702,No Feature,0,7,COD,Normal
1234,12.79917571,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.542187,703,No Feature,0,7,New,Partial
360,11.8493977,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,704,No Feature,0,5,WD,Normal
1473,12.26904744,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,705,No Feature,0,5,WD,Normal
0,10.91508846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,Othr,3500,7,WD,Normal
1643,12.6181823,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,707,No Feature,0,6,WD,Normal
1324,12.44508955,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,708,No Feature,0,12,WD,Normal
728,12.0981533,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,709,No Feature,0,7,New,Partial
876,11.60732614,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,710,No Feature,0,12,WD,Abnorml
270,10.858999,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,711,No Feature,0,7,WD,Normal
859,11.54030714,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.005846,712,No Feature,0,1,WD,Abnorml
1228,12.14950229,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,713,No Feature,0,10,WD,Normal
960,11.76756768,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,714,No Feature,0,5,WD,Normal
725,11.77912851,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.03895,715,No Feature,0,3,WD,Normal
1064,12.01370075,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,716,No Feature,0,8,WD,Normal
718,11.9797992,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,717,No Feature,0,7,WD,Normal
1176,11.96400108,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.197232,718,No Feature,0,11,WD,Normal
1311,12.73963776,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,719,No Feature,0,8,WD,Normal
971,11.76368418,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.292415,720,No Feature,0,5,WD,Normal
1742,12.52452638,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,721,No Feature,0,12,WD,Normal
848,11.87059991,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,722,No Feature,0,5,WD,Normal
864,11.73206099,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,723,No Feature,0,7,WD,Normal
941,11.81303006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,724,No Feature,0,5,WD,Normal
1698,12.67607627,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,725,No Feature,0,2,WD,Normal
864,11.69940503,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.037475,726,Shed,500,11,WD,Normal
880,12.31043266,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,727,No Feature,0,12,WD,Normal
1232,12.17818744,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,728,No Feature,0,2,WD,Normal
1584,11.60823564,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.055994,729,No Feature,0,7,COD,Abnorml
780,11.54248427,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.054403,730,No Feature,0,1,WD,Normal
1595,12.37370349,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,731,No Feature,0,3,WD,Normal
868,12.14153412,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.534085,732,No Feature,0,5,WD,Normal
1153,12.31268238,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.208233,733,No Feature,0,7,WD,Normal
864,11.78600139,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.061059,734,Shed,400,3,WD,Normal
948,11.58988651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.049338,735,No Feature,0,5,WD,Family
880,12.00150548,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.25624,736,No Feature,0,10,WD,Normal
0,11.44571672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,No Feature,0,7,WD,Normal
893,12.38797745,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,738,No Feature,0,6,WD,Normal
1200,12.09514108,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.439335,739,No Feature,0,3,WD,Alloca
864,12.15477935,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,740,No Feature,0,4,WD,Normal
264,11.7905572,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.234562,741,No Feature,0,5,WD,Abnorml
912,11.86358234,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.087478,742,No Feature,0,5,WD,Normal
1349,12.09514108,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,743,No Feature,0,12,WD,Normal
520,12.07254125,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.201577,744,No Feature,0,10,WD,Normal
1337,12.10071213,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,745,No Feature,0,10,WD,Normal
1142,12.61087086,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.109445,746,No Feature,0,7,WD,Normal
952,12.37158708,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,747,No Feature,0,4,WD,Normal
1240,12.49117264,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,748,No Feature,0,5,WD,Normal
1720,12.46997419,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.290585,749,No Feature,0,3,WD,Normal
0,11.49272276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,No Feature,0,4,WD,Normal
576,11.47729829,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.183226,751,No Feature,0,6,WD,Normal
660,11.99535161,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,752,No Feature,0,8,WD,Normal
1479,12.28765263,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,753,No Feature,0,7,WD,Normal
1030,12.52634291,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.264137,754,No Feature,0,3,WD,Normal
1026,11.95761129,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.032294,755,No Feature,0,7,WD,Normal
729,12.05815252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,756,No Feature,0,3,WD,Normal
866,12.26434155,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,757,No Feature,0,4,WD,Normal
672,11.97603035,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.002051,758,No Feature,0,4,WD,Abnorml
744,12.09737323,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.220816,759,No Feature,0,8,WD,Normal
1318,12.5776362,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.176022,760,No Feature,0,11,WD,Normal
864,11.75587164,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,761,Shed,450,10,WD,Normal
1145,11.51292546,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.014502,762,No Feature,0,10,WD,Normal
756,12.27932311,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.352425,763,No Feature,0,6,Con,Normal
1252,12.72783821,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.345769,764,No Feature,0,7,WD,Normal
1494,12.50617724,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.246517,765,No Feature,0,4,WD,Normal
1498,12.48420426,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.208953,766,No Feature,0,8,New,Partial
980,12.18841771,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,767,Shed,500,3,WD,Normal
983,11.98292909,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.269344,768,Shed,1300,7,WD,Normal
1860,12.2869012,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.297241,769,No Feature,0,10,WD,Normal
1650,13.19561384,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.285759,770,No Feature,0,6,WD,Normal
858,11.81228904,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.278002,771,No Feature,0,4,WD,Normal
836,11.53272809,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.25491,772,No Feature,0,4,COD,Normal
1029,11.58058411,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.056714,773,No Feature,0,3,WD,Abnorml
912,11.6483301,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.057235,774,No Feature,0,7,COD,Normal
1935,12.88664104,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.19637,775,No Feature,0,7,New,Partial
1204,11.99535161,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.546668,776,No Feature,0,6,WD,Normal
1614,12.30817787,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284658,777,No Feature,0,7,New,Partial
864,11.86709728,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.044131,778,No Feature,0,6,WD,Normal
0,11.87756858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,No Feature,0,10,WD,Normal
975,11.81303006,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.362184,780,No Feature,0,5,WD,Normal
