Id,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,LogSalePrice
442,2,12108,3,4,7,0,1,4,4,56,0,2,3,1,1,2,4,1,0,1440,1,0,1440,2,0,4,1,8,6,0,1,0,0,0,0,0,0,0,8,0,11.678439903447801
443,1,6240,3,4,3,0,0,5,6,34,0,2,3,1,1,2,4,1,6,1078,1,1,1573,2,0,3,3,8,6,1,2,2,0,0,0,0,0,0,8,0,12.000891794590137
444,2,3922,3,4,0,0,1,7,5,107,0,2,2,1,1,0,4,1,6,1258,0,1,1258,2,0,2,2,6,6,1,0,3,144,16,0,0,0,0,6,1,12.058152515453552
445,2,8750,3,4,5,0,0,7,5,95,0,2,2,1,1,2,4,1,2,915,0,1,1908,3,1,4,2,8,6,1,0,2,144,133,0,0,0,0,8,0,12.254862809699606
446,2,9855,3,0,7,0,0,6,5,57,0,2,3,1,1,2,4,1,6,1436,1,1,1689,1,0,3,3,7,6,1,0,2,0,0,0,0,0,0,0,0,11.755871643580617
447,2,16492,0,0,12,1,0,6,6,67,0,1,2,1,1,2,4,1,0,1517,0,1,1888,2,1,2,2,6,4,1,0,2,0,0,0,0,0,0,8,0,12.154779351142624
448,2,11214,0,0,8,0,0,7,5,99,0,2,2,1,1,2,4,1,6,930,1,1,1886,2,1,4,2,10,6,1,0,2,89,0,0,0,0,0,8,0,12.205572520488492
449,1,8600,3,4,9,0,0,6,6,40,0,2,3,1,0,2,4,1,6,780,1,1,1376,2,0,3,3,7,6,1,2,1,0,0,0,0,0,0,8,0,11.691071650353702
450,1,6000,3,4,17,0,0,3,6,49,0,2,3,1,1,2,4,1,0,649,0,1,1183,1,1,2,3,6,6,0,2,1,0,176,0,0,0,0,8,0,11.695247021764184
451,1,5684,3,4,17,0,0,6,6,34,0,2,3,1,0,2,4,1,6,813,0,1,813,1,0,2,2,5,6,0,2,1,0,113,0,0,0,0,8,0,11.608235644774552
452,2,70761,0,4,4,0,0,7,5,76,1,2,3,1,1,2,4,0,0,1533,1,1,1533,3,0,2,2,5,6,2,0,2,200,54,0,0,0,0,8,0,12.542544882151386
453,2,9303,0,0,23,0,0,6,5,97,0,2,2,1,1,0,4,1,0,872,0,1,1756,3,1,3,3,7,6,0,0,2,144,122,0,0,0,0,8,0,12.225875272826354
454,1,9000,3,4,21,0,0,8,5,109,0,2,2,1,1,2,4,1,6,768,0,1,1590,2,1,3,2,6,6,0,0,2,0,30,0,0,0,0,8,0,12.254862809699606
455,2,9297,3,4,11,0,1,5,5,77,0,2,3,1,1,2,4,1,0,1728,1,1,1728,4,0,4,3,8,6,0,2,2,0,0,0,0,0,0,8,1,12.144197241812087
456,2,9600,3,4,14,0,0,7,6,74,0,2,3,1,1,2,4,1,0,1242,1,1,1242,1,1,3,3,6,6,1,0,2,0,0,0,0,0,0,8,0,12.075394321888057
457,1,4571,3,4,17,0,0,5,5,20,0,0,3,1,0,2,4,1,6,624,1,0,1344,1,0,4,3,7,6,0,2,3,0,0,96,0,0,0,0,1,11.49272275765271
458,2,53227,0,1,4,0,0,4,6,55,0,2,3,1,1,2,4,0,1,1364,0,1,1663,2,0,2,2,6,2,2,0,2,224,137,0,0,0,0,8,0,12.4529327234617
459,1,5100,3,4,17,0,0,8,6,29,0,2,3,1,1,2,4,1,6,588,1,1,1666,1,0,3,2,7,6,1,2,1,192,63,0,0,0,0,8,0,11.9891596439666
460,2,7015,0,0,3,0,0,5,4,51,0,2,3,1,1,2,4,1,3,709,1,1,1203,2,0,3,2,5,6,1,2,1,0,0,248,0,0,0,8,0,11.608235644774552
461,1,8004,0,4,21,2,0,8,5,110,0,2,2,1,1,2,4,1,2,832,0,1,1935,3,1,3,3,8,6,0,2,2,0,150,0,0,0,0,6,1,12.481561937216318
462,2,7200,3,4,18,1,0,7,5,39,0,2,2,1,1,2,1,1,0,560,0,1,1135,2,0,3,2,6,6,0,2,2,256,0,0,0,0,0,8,0,11.951180395901384
463,2,8281,0,4,19,0,0,5,5,66,0,2,3,1,1,2,4,1,5,864,1,1,864,1,0,3,3,5,6,1,2,1,0,0,236,0,0,0,8,0,11.041048081342682
464,2,11988,0,4,6,0,0,6,6,37,0,2,3,1,1,2,4,1,3,715,1,1,1660,1,1,3,3,6,6,1,2,1,0,0,0,0,0,0,8,0,12.147913731356642
465,2,8430,3,4,5,0,0,5,5,79,0,2,3,1,1,2,4,1,5,1040,1,1,1040,2,0,3,3,5,6,0,1,0,0,0,0,0,0,0,8,0,11.728036844587175
466,1,3072,3,4,0,0,1,7,5,105,0,2,2,1,1,2,4,1,6,1375,0,1,1414,2,0,2,2,6,6,1,0,2,144,20,0,0,0,0,8,0,12.093687514935382
467,2,10628,3,4,12,0,0,7,5,71,0,2,3,1,1,2,1,0,2,1277,1,1,1277,2,0,2,3,5,6,1,0,2,0,0,0,0,176,0,8,0,12.025749091398891
468,2,9480,3,4,12,1,0,5,6,45,0,2,3,1,1,2,4,1,3,728,0,1,1644,1,1,3,2,7,6,2,0,1,168,0,0,0,0,0,8,0,11.894780707439258
469,2,11428,0,4,16,0,0,8,5,107,0,2,2,1,1,2,4,1,6,1626,0,1,1634,2,0,3,2,7,6,1,0,3,0,44,0,0,0,0,8,0,12.429216196844383
470,2,9291,0,0,20,1,0,6,5,94,0,2,2,1,1,2,4,1,2,832,0,1,1710,2,1,3,2,7,6,0,0,2,144,70,0,0,0,0,8,0,12.138863895836725
471,2,6820,0,0,22,0,1,8,5,86,0,2,2,1,1,2,4,1,2,1488,1,1,1502,2,1,1,2,4,6,0,0,2,0,54,0,0,140,0,8,0,12.26434155365415
472,2,11952,3,4,14,1,0,7,6,78,0,2,3,1,1,2,4,1,6,808,1,1,1969,2,1,3,3,8,6,1,0,2,0,0,0,0,276,0,8,0,12.154779351142624
473,1,3675,3,4,7,0,1,6,5,106,0,2,3,1,1,2,4,0,2,547,0,1,1072,2,0,2,3,5,6,0,2,2,0,28,0,0,0,0,8,0,11.904967552746252
474,2,14977,0,4,16,0,0,8,5,107,0,2,2,1,1,0,4,0,2,1976,0,1,1976,3,0,2,2,7,6,1,0,3,250,63,0,0,0,0,6,1,12.994530005894443
475,2,5330,3,4,22,0,1,8,5,101,0,2,2,1,1,2,4,1,2,1494,0,1,1652,3,0,2,0,6,6,0,0,2,96,48,0,0,0,0,8,0,12.43320821811392
476,2,8480,3,0,19,0,0,5,6,64,0,2,3,1,1,2,4,1,2,970,1,1,970,2,0,2,3,5,6,0,2,2,0,24,0,0,192,0,8,0,11.794337924408413
477,2,13125,3,4,5,0,0,6,5,98,0,2,3,1,1,2,4,0,2,1478,0,1,1493,3,0,3,2,7,6,1,0,2,140,39,0,0,0,0,8,0,12.249610947544657
478,2,13693,3,4,16,0,0,9,5,107,0,2,0,1,1,2,4,1,6,2153,0,1,2643,2,1,3,0,9,6,1,2,3,414,84,0,0,0,0,8,0,12.84792653170257
479,2,10637,3,4,5,0,0,8,5,108,0,2,2,1,1,0,4,0,2,1705,0,1,1718,3,0,3,2,7,6,1,0,3,208,44,0,0,0,0,8,0,12.601487417784837
480,1,5925,3,4,17,0,0,4,6,40,0,2,3,1,0,2,4,1,5,907,1,1,1131,1,0,2,3,7,6,0,2,2,0,72,0,0,0,0,8,1,11.401669829409995
481,2,16033,0,2,16,0,0,9,5,105,0,2,2,1,1,0,4,0,2,1833,0,1,1850,3,0,3,2,8,6,1,0,3,519,112,0,0,0,0,8,0,12.694652660348845
482,2,11846,0,4,16,0,0,9,5,104,0,2,2,1,1,0,4,0,2,1792,0,1,1792,3,0,2,0,6,6,1,0,3,206,49,0,0,0,0,8,0,12.832011076396668
483,1,2500,3,0,17,0,0,7,6,19,0,2,2,1,1,2,4,1,0,910,0,1,1826,2,1,4,0,7,3,1,0,1,0,0,0,0,0,0,8,0,11.951180395901384
484,1,4500,3,2,11,0,1,6,5,99,0,2,3,1,1,0,4,1,2,1216,0,1,1216,3,0,2,3,5,6,0,0,2,0,125,0,0,0,0,8,0,12.007621706806335
485,2,7758,0,0,19,0,0,5,6,63,0,2,3,1,1,2,4,1,0,999,1,1,999,2,0,3,2,6,6,0,2,1,0,132,0,0,0,0,8,0,11.794337924408413
486,2,9600,3,4,12,0,0,5,6,51,0,2,2,1,1,2,4,1,0,1113,1,1,1113,1,0,3,2,5,6,1,0,1,0,80,120,0,0,0,8,0,11.898187865760873
487,2,10289,3,4,12,0,0,5,6,66,0,2,3,1,1,2,4,1,0,1073,1,1,1073,2,1,3,3,6,6,0,0,2,0,0,0,0,0,0,8,0,11.957611286231675
488,2,12243,0,4,14,0,0,5,6,72,0,2,3,1,1,2,4,1,0,1484,1,1,1484,2,0,3,3,7,6,1,0,2,224,0,0,0,180,0,8,0,12.072541252905651
489,2,10800,3,0,17,0,1,5,4,9,0,2,3,0,1,2,0,1,1,954,1,0,2414,2,0,3,3,10,4,1,0,2,142,0,0,0,0,0,3,0,11.982929094215963
490,1,1526,3,4,10,0,1,4,6,71,0,2,3,1,1,2,4,1,2,630,1,1,630,2,0,1,2,3,6,0,0,1,0,0,0,0,0,0,8,0,11.362102575235644
491,1,2665,3,4,10,0,1,5,6,77,0,2,3,1,1,2,4,1,6,264,1,1,1304,1,1,3,3,4,6,1,2,1,141,24,0,0,0,0,8,0,11.652687407345388
492,2,9490,3,4,12,1,0,6,6,44,0,2,3,1,1,2,4,1,1,806,1,1,1578,2,0,3,1,5,6,2,0,1,0,0,32,0,0,0,8,0,11.79810440720389
493,2,15578,0,0,8,0,0,6,5,107,0,2,2,1,1,2,4,1,6,728,1,1,1456,2,1,3,3,8,6,0,0,2,0,0,0,0,0,0,6,1,12.059803326028716
494,2,7931,3,4,12,0,0,5,6,61,0,1,3,1,1,2,4,1,1,1269,1,1,1269,1,1,3,3,6,6,1,2,1,0,0,0,0,0,0,8,0,11.951180395901384
495,1,5784,3,4,17,1,0,5,6,41,0,2,3,1,0,2,4,1,6,190,1,1,886,1,0,2,3,4,6,0,0,1,144,20,80,0,0,0,8,0,11.421906066583059
496,0,7879,3,4,9,0,0,4,5,24,0,2,3,1,1,2,4,1,5,720,1,0,720,1,0,2,3,4,6,0,1,0,0,523,115,0,0,0,8,1,10.460242108190519
497,2,12692,0,4,15,0,0,8,5,93,0,1,2,1,1,2,4,1,2,3200,0,1,3228,4,0,4,2,10,6,1,0,2,264,75,291,0,0,0,8,0,12.971540487669746
498,2,9120,3,4,3,0,0,7,6,29,0,2,3,1,1,2,4,1,5,1026,0,1,1820,3,0,4,3,8,6,0,2,1,0,100,0,0,0,0,8,0,12.122691036591123
499,2,7800,3,4,19,0,0,5,6,68,0,2,3,1,1,2,4,1,0,864,0,1,899,1,0,3,2,5,6,0,0,1,64,0,0,0,0,0,8,0,11.77528972943772
500,2,7535,0,4,12,0,0,5,6,59,0,2,3,1,1,2,4,1,1,912,1,1,912,1,1,2,3,5,6,0,0,1,12,285,0,0,0,480,8,0,11.695247021764184
501,1,1890,3,4,2,0,1,6,5,74,0,2,3,1,1,2,4,1,1,672,1,1,1218,1,1,3,3,7,6,0,2,1,144,28,0,0,0,0,8,0,11.635143097694478
502,1,9803,3,4,21,0,0,7,5,106,0,2,2,1,1,2,4,1,2,866,1,1,1768,2,1,3,2,7,6,0,0,2,0,108,0,0,0,0,8,0,12.33138283649562
503,2,9170,3,0,7,1,0,5,6,66,0,2,3,1,1,2,4,1,0,1214,0,1,1214,2,0,2,3,6,6,0,2,2,0,0,184,0,0,400,8,0,11.84939770159144
504,2,15602,0,4,6,0,0,7,6,60,0,1,3,1,1,2,4,1,0,1501,1,1,1801,3,0,1,3,6,6,2,0,2,0,54,0,0,161,0,8,0,12.57418196709457
505,2,2308,3,4,13,0,1,6,5,75,0,2,3,1,1,2,4,1,0,855,1,1,1322,2,2,3,3,6,6,1,0,2,260,0,0,0,0,0,8,0,11.898187865760873
506,1,7596,3,4,17,1,1,5,5,53,0,2,3,1,1,2,4,1,6,960,1,1,1960,2,0,4,3,10,6,0,2,2,0,0,0,0,0,0,0,0,11.732060994886899
507,2,9554,0,4,20,0,0,8,5,94,0,2,2,1,1,2,4,1,2,777,0,1,1911,2,1,3,2,8,6,1,0,2,182,81,0,0,0,0,8,0,12.2783933071098
508,1,7862,0,4,21,0,0,6,5,110,0,2,2,1,1,2,4,1,2,1218,0,1,1218,2,0,2,2,4,6,0,0,2,0,102,0,0,0,0,6,1,12.246734627249063
509,1,9600,3,4,17,0,0,7,5,32,0,2,3,1,0,2,4,1,5,689,0,1,1378,2,0,3,2,7,6,1,2,2,0,0,116,0,0,0,8,0,11.9891596439666
510,2,9600,3,0,12,0,0,5,6,60,0,2,3,1,1,2,4,1,0,1041,0,1,1041,2,0,3,3,6,6,0,0,1,224,88,0,0,0,0,8,0,11.732060994886899
511,2,14559,3,4,12,0,0,5,6,52,0,2,2,1,1,2,4,1,1,1008,0,1,1363,2,0,2,3,6,2,2,2,1,324,42,0,0,168,2000,8,0,12.01309450854769
512,2,6792,0,4,16,0,1,7,5,106,0,2,2,1,1,2,4,1,6,1368,0,1,1368,2,0,2,2,6,6,1,0,2,132,35,0,0,0,0,6,1,12.219309648562168
513,2,9100,3,0,12,1,0,5,5,59,0,2,3,1,1,2,4,1,1,864,1,1,864,2,0,3,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.77452020265869
514,2,9187,3,0,11,0,0,6,5,84,0,2,3,1,1,2,4,1,0,1084,1,1,1080,1,1,3,3,5,6,0,0,2,120,0,158,0,0,0,8,0,11.805595078933049
515,2,10594,3,4,6,0,0,5,5,30,0,2,3,1,0,2,4,1,6,768,1,0,789,1,0,2,3,5,6,0,2,1,0,0,112,0,0,0,8,0,11.477298287327077
516,2,12220,3,4,16,0,0,10,5,110,0,2,0,1,1,0,4,1,2,2006,0,1,2020,3,1,3,0,9,6,1,0,3,156,54,0,0,0,0,6,1,12.906346868281233
517,2,10448,0,0,14,0,0,6,6,73,0,2,3,1,1,2,4,1,6,689,1,1,2119,2,1,3,3,7,6,1,0,2,0,104,0,0,0,0,0,1,11.970350312009105
518,2,10208,0,4,15,0,0,7,5,97,0,2,2,1,1,2,4,1,6,1264,0,1,2344,2,1,3,2,7,6,1,0,3,220,0,0,0,0,0,8,0,12.487485104968359
519,2,9531,0,1,5,0,0,6,5,99,0,2,3,1,1,2,4,1,2,794,0,1,1796,3,1,3,3,7,6,0,0,2,0,36,0,0,0,0,8,0,12.259613412458204
520,2,10918,3,4,6,0,0,7,5,30,0,2,2,1,0,2,4,1,6,1276,0,1,2080,1,1,3,2,9,6,2,2,1,0,0,0,0,145,0,8,0,12.363076394339839
521,2,10800,3,4,17,0,1,4,6,9,0,2,3,1,0,1,2,2,4,0,1,0,1294,2,0,3,3,7,6,0,1,0,220,114,210,0,0,0,8,0,11.573550086786664
522,2,11988,0,0,12,1,0,6,6,58,0,2,3,1,1,2,4,1,5,1244,0,1,1244,1,1,3,3,6,6,2,0,1,0,40,0,0,0,0,8,0,11.918390573078392
523,1,5000,3,0,3,1,0,6,6,48,0,2,3,1,1,2,4,1,0,1004,0,1,1664,2,0,3,3,7,6,2,2,2,0,24,36,0,0,0,8,0,11.976659481202368
524,2,40094,0,4,7,1,0,10,5,108,0,2,0,1,1,0,4,0,2,3138,0,1,4676,4,1,3,0,11,6,1,2,3,208,406,0,0,0,0,6,1,12.126758838810447
525,2,11787,0,4,15,0,0,7,5,97,0,2,2,1,1,2,4,1,2,1379,0,1,2398,3,1,3,2,8,6,1,0,3,239,60,0,0,0,0,8,0,12.662706040212738
526,1,7500,3,4,21,0,0,7,5,106,0,2,2,1,1,2,4,1,6,1257,0,1,1266,2,0,3,2,6,6,1,0,2,38,144,0,0,0,0,8,0,12.078239274020289
527,2,13300,3,4,12,0,0,5,6,57,0,2,3,1,1,2,4,1,5,928,1,1,928,1,0,2,3,4,6,0,0,1,261,0,156,0,0,0,8,0,11.790557201568507
528,2,14948,0,4,16,0,0,9,5,109,0,2,0,1,1,0,4,1,2,1452,0,1,2713,3,1,3,0,11,6,1,0,3,126,66,0,0,0,0,6,1,13.008659261632127
529,2,9098,0,4,7,0,0,4,6,24,0,2,3,1,0,2,4,1,0,528,0,1,605,2,0,2,3,5,6,0,1,0,0,0,144,0,0,0,8,0,11.362102575235644
530,2,32668,0,1,6,0,0,6,3,58,0,2,2,1,1,2,4,1,5,2035,1,1,2515,4,0,4,3,9,0,2,0,2,0,0,200,0,0,0,8,1,12.209187788430318
531,2,10200,3,4,23,0,0,6,5,89,0,2,2,1,1,2,4,1,2,1461,0,1,1509,3,0,3,2,5,6,1,0,2,224,0,0,0,0,0,8,1,12.072541252905651
532,1,6155,0,3,3,1,0,6,6,24,0,2,3,1,0,2,0,1,6,611,0,1,1362,2,0,3,3,6,6,0,2,2,0,0,84,0,0,0,8,0,11.759785542901755
533,2,7200,3,4,12,0,0,5,6,56,0,2,3,1,2,1,2,2,4,0,0,1,827,1,0,2,3,5,4,1,2,1,0,0,0,0,0,0,8,0,11.585246126549855
534,2,5000,3,4,3,0,0,2,3,47,0,2,1,0,2,1,2,2,4,0,1,0,334,1,0,1,1,2,6,0,1,0,0,0,0,0,0,0,8,0,10.578979797857352
535,2,9056,0,4,8,0,0,8,5,105,0,2,2,1,1,0,1,1,6,707,0,1,1414,2,1,3,2,6,6,1,0,2,100,35,0,0,0,0,8,0,12.089538829274222
536,2,7000,3,4,7,0,1,5,6,14,0,2,3,1,1,2,4,0,2,1117,1,1,1347,2,0,3,3,5,6,0,1,0,85,0,148,0,0,0,8,0,11.585246126549855
537,2,8924,0,1,5,0,0,7,5,99,0,2,3,1,1,2,4,1,6,880,0,1,1724,2,1,3,2,8,6,0,0,2,120,155,0,0,0,0,8,0,12.144197241812087
538,2,12735,0,2,12,0,0,4,5,73,0,2,3,1,1,2,4,1,1,864,1,1,864,1,0,3,3,5,6,0,2,2,216,0,0,0,0,0,0,0,11.619535200028487
539,2,11553,0,4,19,0,0,5,5,69,0,2,3,1,1,2,4,1,1,1051,1,1,1159,1,1,3,3,7,6,1,0,1,466,0,0,0,0,0,8,0,11.970350312009105
540,2,11423,3,4,5,0,0,8,5,102,0,2,2,1,1,2,4,1,2,1581,0,1,1601,3,0,3,2,6,6,1,0,2,180,0,0,0,0,2000,8,0,12.513557345278134
541,2,14601,3,4,23,0,0,9,5,107,0,2,0,1,1,0,4,1,2,1838,0,1,1838,3,0,2,0,8,6,1,0,3,270,68,0,0,0,0,8,0,12.66032791780777
542,2,11000,3,2,15,0,0,8,5,101,0,2,2,1,1,2,4,1,6,969,0,1,2285,2,1,4,2,8,6,1,2,3,0,56,0,0,0,0,8,0,12.421184025147118
543,2,10140,3,4,14,2,0,7,5,99,0,2,2,1,1,0,4,1,3,1650,0,1,1680,3,0,3,2,7,0,1,0,2,78,73,0,0,0,0,8,0,12.270220465353926
544,1,4058,3,4,12,0,1,7,5,99,0,2,3,1,1,2,4,1,2,723,0,1,767,2,0,1,3,4,6,0,0,1,120,40,0,0,0,0,8,0,11.79810440720389
545,2,17104,0,4,8,0,0,7,5,107,0,2,2,1,1,2,1,1,2,654,0,1,1496,3,1,3,2,7,6,1,0,2,100,24,0,0,0,0,6,1,12.09884928474215
546,2,13837,0,0,14,0,0,7,5,89,0,2,2,1,1,2,1,1,2,1204,1,1,2183,2,1,4,2,9,6,0,0,3,0,0,0,0,0,0,8,0,12.341477282536376
547,2,8737,0,4,3,0,0,6,6,27,0,1,3,1,0,2,4,1,5,1065,0,1,1635,1,1,3,3,6,6,1,2,2,0,38,0,144,0,0,8,0,12.254862809699606
548,2,7244,3,4,11,0,0,5,6,71,0,2,3,1,1,2,4,1,0,768,0,1,768,2,0,2,3,5,6,0,2,2,104,0,0,0,0,0,8,0,11.771436160121729
549,1,8235,0,4,17,1,0,5,6,56,0,2,3,1,1,2,4,1,3,825,1,1,825,2,0,2,3,4,6,0,2,2,140,50,0,0,0,0,8,0,11.736069016284437
550,1,9375,3,4,21,0,0,7,5,104,0,2,2,1,1,2,4,1,6,912,0,1,2094,2,1,4,2,8,6,1,2,2,182,182,0,0,0,0,8,0,12.479909311159902
551,2,4043,3,4,13,0,1,6,6,78,0,2,3,1,1,2,4,1,0,1069,1,1,1069,2,0,2,3,4,6,0,0,2,0,55,0,0,200,0,0,1,11.84939770159144
552,1,6000,3,4,17,0,0,5,6,58,0,1,3,1,1,2,4,1,5,928,1,1,928,1,0,3,3,5,6,0,0,1,0,0,0,0,0,0,8,0,11.630708500626612
553,2,11146,0,4,16,0,0,8,5,107,0,2,2,1,1,0,4,1,6,1709,0,1,1717,2,0,3,2,7,6,1,0,3,169,39,0,0,0,0,8,0,12.450977688625896
554,2,8777,3,4,7,1,0,4,5,50,0,2,3,1,1,1,2,2,4,0,0,1,1126,2,0,2,2,5,6,0,2,2,0,96,0,0,0,0,8,0,11.589886506106357
555,2,10625,3,4,16,0,0,7,5,104,0,2,2,1,1,2,4,1,2,998,0,1,2046,3,1,3,2,8,6,1,2,3,320,62,0,0,0,0,8,0,12.556729517143344
556,1,6380,3,4,3,0,0,5,6,26,0,2,3,1,0,2,0,1,6,993,1,1,1048,1,0,2,3,5,6,1,2,1,0,0,116,0,0,0,8,0,11.635143097694478
557,2,14850,0,4,12,0,0,5,5,58,0,2,3,1,1,2,4,1,5,1092,1,1,1092,2,0,2,3,6,6,1,0,1,268,0,0,0,122,0,8,0,11.856515169360305
558,0,11040,3,4,9,0,0,4,6,24,0,2,3,1,1,2,4,1,5,637,1,1,1336,1,1,3,3,7,6,0,2,1,0,47,120,0,0,0,0,0,11.589886506106357
559,2,21872,1,2,8,0,0,7,5,97,0,2,3,1,1,2,4,0,2,729,0,1,1446,2,2,3,3,6,6,1,0,2,264,22,0,0,0,0,8,0,12.072541252905651
560,2,3196,3,4,0,0,1,7,5,104,0,2,2,1,1,2,4,0,6,1374,0,1,1557,2,0,2,2,7,6,1,0,2,143,20,0,0,0,0,8,0,12.363076394339839
561,2,11341,0,4,19,0,0,5,6,58,0,2,3,1,1,2,4,1,0,1392,1,1,1392,2,1,3,3,5,4,1,2,2,0,0,0,0,95,0,8,0,11.70766954176274
562,2,10010,3,4,11,0,0,5,5,75,0,2,3,1,1,2,4,1,0,1389,1,1,1389,2,0,2,3,6,6,1,0,2,240,38,0,0,0,0,8,0,12.043553716032399
563,2,13907,3,4,7,0,0,5,6,43,0,2,3,1,1,2,4,1,1,996,0,1,996,2,0,3,3,6,6,1,1,0,144,0,0,0,0,0,8,0,11.589886506106357
564,2,21780,3,4,7,0,0,6,6,22,0,2,3,1,0,2,4,1,6,1163,0,1,1674,2,0,4,3,8,6,1,2,2,72,36,0,0,144,0,8,0,12.128111104060462
565,2,13346,0,1,15,0,0,7,5,93,0,2,2,1,1,2,4,1,2,1095,0,1,2295,3,1,4,2,9,6,1,0,2,0,40,0,0,0,0,8,0,12.498742259492994
566,2,6858,3,0,18,0,0,6,4,19,0,2,3,1,1,2,4,1,6,806,1,0,1647,2,1,4,1,6,6,0,2,1,0,66,136,0,0,0,8,0,11.759785542901755
567,2,11198,0,4,22,0,0,9,5,106,0,2,2,1,1,2,1,1,6,1122,0,1,2504,2,1,4,0,11,6,1,2,3,144,39,0,0,0,0,8,0,12.691580461311874
568,2,10171,0,4,16,0,0,7,5,105,0,2,2,1,1,2,4,1,2,1517,0,1,1535,2,0,3,2,7,6,0,0,2,0,0,0,0,0,0,8,0,12.273731294003989
569,2,12327,0,4,20,0,0,8,6,84,0,2,2,1,1,2,4,0,2,1496,0,1,2132,2,1,1,2,5,3,1,2,2,349,40,0,0,0,0,8,0,12.66539442642905
570,2,7032,0,0,12,0,1,5,5,80,0,2,3,1,1,2,4,0,2,943,1,1,943,2,0,2,3,4,6,2,2,2,42,0,0,0,0,0,8,0,11.820116003810051
571,2,13101,0,4,12,0,1,5,5,66,0,2,3,1,1,2,4,1,3,1728,1,1,1728,2,0,6,3,10,6,0,2,2,0,0,0,0,0,0,8,0,11.867798786962332
572,2,7332,3,4,12,0,0,6,6,60,0,2,3,1,1,2,4,1,1,864,0,1,864,2,0,2,2,4,6,0,0,1,168,0,0,0,0,0,8,1,11.695247021764184
573,2,13159,0,0,23,0,0,7,5,110,0,2,3,1,1,0,4,1,6,846,1,1,1692,2,1,3,2,6,6,0,0,2,208,114,0,0,0,0,6,1,12.321630986164447
574,2,9967,0,4,8,0,0,7,5,101,0,2,3,1,1,2,4,1,6,384,0,1,1430,2,1,3,3,8,6,1,2,2,100,0,0,0,0,0,8,0,12.043553716032399
575,2,10500,3,2,12,0,0,5,6,72,0,2,3,1,1,2,4,1,0,372,1,1,1109,1,1,3,3,5,6,0,2,1,35,0,0,0,0,0,8,0,11.842229212112828
576,2,8480,3,4,12,0,0,5,5,48,0,2,3,1,1,2,4,1,5,832,1,1,1216,1,0,2,3,6,6,0,2,1,158,0,102,0,0,0,0,1,11.682668239557323
577,2,6292,3,4,18,0,0,7,6,32,0,2,3,1,0,2,4,1,6,861,1,1,1477,2,1,3,3,6,6,1,2,1,0,50,0,0,0,0,8,0,11.884489021402711
578,2,11777,0,4,19,0,0,5,6,67,0,2,3,1,1,2,4,1,3,1164,0,1,1320,2,0,3,3,6,6,2,0,2,160,68,240,0,0,0,8,1,12.010665849187564
579,1,3604,3,0,21,0,1,7,5,108,0,2,2,1,1,2,4,1,6,689,0,1,1392,2,0,2,2,5,6,0,2,2,0,102,0,0,0,0,8,1,11.891361900690473
580,1,12150,3,4,17,0,0,5,5,55,0,2,3,1,0,2,4,1,6,1050,0,0,1795,2,0,4,3,7,6,0,0,1,0,0,0,0,0,0,8,0,11.786762130599957
581,2,14585,0,1,12,0,0,6,6,61,0,2,3,1,1,2,4,1,1,1144,0,1,1429,1,1,3,2,7,6,2,0,2,216,110,0,0,0,0,8,0,12.111212364506214
582,2,12704,3,4,16,0,0,8,5,109,0,2,0,1,1,0,4,1,6,2042,0,1,2042,2,1,3,0,8,6,1,0,3,0,90,0,0,0,0,6,1,12.442302200392747
583,2,11841,3,4,7,0,1,6,5,91,0,2,3,1,1,2,4,1,2,816,1,1,816,2,0,3,3,5,6,0,1,0,0,32,0,0,0,0,8,0,11.682668239557323
584,1,13500,3,4,17,1,0,10,5,7,0,2,0,1,0,2,4,1,6,1237,1,1,2775,3,1,3,2,9,6,1,2,2,105,502,0,0,0,0,8,0,12.691580461311874
585,1,6120,3,4,3,0,0,4,6,38,0,0,3,1,0,2,4,1,6,884,0,1,1573,1,0,3,2,6,6,0,2,1,0,0,54,0,120,0,8,0,11.79810440720389
586,2,11443,3,4,23,0,0,8,5,106,0,2,2,1,1,0,4,0,2,1868,0,1,2028,3,0,2,2,7,6,2,0,3,326,66,0,0,0,0,6,1,12.820987977820545
587,2,10267,3,4,3,2,0,6,6,22,0,2,3,1,0,2,1,1,5,816,0,1,838,2,0,2,1,5,6,0,2,1,0,0,112,0,0,0,8,0,11.77528972943772
588,2,8740,0,4,19,0,0,5,6,83,0,2,3,1,1,2,4,1,0,840,1,1,860,2,0,2,3,4,6,0,2,2,0,0,0,0,0,0,8,0,11.827736204810263
589,2,25095,0,4,4,0,0,5,6,69,0,2,3,1,1,2,4,0,2,1437,0,1,1473,3,0,1,0,5,6,2,0,1,0,48,0,0,60,0,8,1,11.870599909242044
