Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
68,RL,72.0,10665,IR1,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1453,Ex,Y,SBrkr,1479,0,0,1479,2,0,3,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,144,29,0,0,0,0,None,6,WD,Normal,226000,1
69,RM,47.0,4608,Reg,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,747,TA,Y,SBrkr,747,0,0,747,1,0,2,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,80000,0
70,RL,81.0,15593,Reg,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,None,Gd,TA,CBlock,TA,TA,No,BLQ,1304,TA,Y,SBrkr,1304,983,0,2287,2,0,3,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,TA,TA,Y,0,21,114,0,0,0,None,7,WD,Normal,225000,0
71,RL,95.0,13651,IR1,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,2223,Ex,Y,SBrkr,2223,0,0,2223,2,0,3,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,TA,TA,Y,300,0,0,0,0,0,None,2,WD,Normal,244000,1
72,RL,69.0,7599,Reg,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,845,TA,Y,SBrkr,845,0,0,845,1,0,2,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,129500,1
73,RL,74.0,10141,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,832,Gd,Y,SBrkr,885,833,0,1718,2,1,3,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,0,94,0,0,291,0,None,12,WD,Normal,185000,0
74,RL,85.0,10200,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,1086,Gd,Y,SBrkr,1086,0,0,1086,1,0,3,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,144900,1
75,RM,60.0,5790,Reg,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,840,Gd,N,SBrkr,840,765,0,1605,2,0,3,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,TA,TA,Y,0,0,202,0,0,0,None,5,WD,Normal,107400,0
76,RM,21.0,1596,Reg,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,TA,Y,SBrkr,526,462,0,988,1,0,2,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,TA,TA,Y,120,101,0,0,0,0,None,11,WD,Normal,91000,1
77,RL,0.0,8475,IR1,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,952,Ex,Y,FuseA,952,0,0,952,1,0,2,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,135750,0
78,RM,50.0,8635,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,672,TA,Y,SBrkr,1072,213,0,1285,1,0,2,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,127000,1
79,RL,72.0,10778,Reg,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,1768,TA,N,SBrkr,1768,0,0,1768,2,0,4,TA,8,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,4,WD,Normal,136500,0
80,RM,60.0,10440,Reg,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,440,Gd,Y,SBrkr,682,548,0,1230,1,1,2,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,TA,TA,Y,74,0,128,0,0,0,None,5,WD,Normal,110000,0
81,RL,100.0,13000,Reg,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,896,TA,Y,SBrkr,1182,960,0,2142,2,1,4,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,TA,TA,Y,0,72,0,0,252,0,None,6,WD,Normal,193500,0
82,RM,32.0,4500,Reg,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,1237,Ex,Y,SBrkr,1337,0,0,1337,2,0,2,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,TA,TA,Y,0,199,0,0,0,0,None,3,WD,Normal,153500,1
83,RL,78.0,10206,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,1563,Ex,Y,SBrkr,1563,0,0,1563,2,0,3,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,144,99,0,0,0,0,None,10,WD,Normal,245000,0
84,RL,80.0,8892,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,1065,Gd,Y,SBrkr,1065,0,0,1065,1,1,3,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,TA,TA,Y,74,0,0,0,0,0,None,7,COD,Normal,126500,0
85,RL,0.0,8530,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,384,Gd,Y,SBrkr,804,670,0,1474,2,1,3,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,TA,TA,Y,120,72,0,0,0,0,Shed,5,WD,Normal,168500,0
86,RL,121.0,16059,Reg,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,1288,Ex,Y,SBrkr,1301,1116,0,2417,2,1,4,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,TA,TA,Y,127,82,0,0,0,0,None,4,WD,Normal,260000,0
87,RL,122.0,11911,IR2,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,684,Ex,Y,SBrkr,684,876,0,1560,2,1,3,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,TA,TA,Y,100,38,0,0,0,0,None,3,WD,Normal,174000,0
88,FV,40.0,3951,Reg,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,612,Ex,Y,SBrkr,612,612,0,1224,2,1,2,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,TA,TA,Y,0,234,0,0,0,0,None,6,New,Partial,164500,0
89,C (all),105.0,8470,IR1,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,1013,TA,N,SBrkr,1013,0,513,1526,1,0,2,Fa,6,Typ,0,None,None,None,None,0,None,None,N,0,0,156,0,0,0,None,10,ConLD,Abnorml,85000,0
90,RL,60.0,8070,Reg,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,990,Ex,Y,SBrkr,990,0,0,990,1,0,3,TA,5,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,8,WD,Normal,123600,1
91,RL,60.0,7200,Reg,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,None,TA,TA,Slab,None,None,None,None,0,TA,Y,FuseA,1040,0,0,1040,1,0,2,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,TA,TA,Y,0,29,0,0,0,0,None,7,WD,Normal,109900,0
92,RL,85.0,8500,Reg,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,1235,TA,Y,SBrkr,1235,0,0,1235,1,0,2,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,12,WD,Abnorml,98600,0
93,RL,80.0,13360,IR1,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,876,Ex,Y,SBrkr,964,0,0,964,1,0,2,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,TA,TA,Y,0,0,44,0,0,0,None,8,WD,Normal,163500,1
94,C (all),60.0,7200,Reg,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,1214,Ex,N,SBrkr,1260,1031,0,2291,2,0,4,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,TA,TA,Y,0,0,0,0,99,0,None,11,WD,Normal,133900,1
95,RL,69.0,9337,IR1,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,824,Ex,Y,SBrkr,905,881,0,1786,2,1,3,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,TA,TA,Y,0,162,0,0,0,0,None,5,WD,Normal,204750,1
96,RL,0.0,9765,IR2,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,680,Gd,Y,SBrkr,680,790,0,1470,2,1,3,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,TA,TA,Y,232,63,0,0,0,0,Shed,4,WD,Normal,185000,0
97,RL,78.0,10264,IR1,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,1588,Ex,Y,SBrkr,1588,0,0,1588,2,0,3,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,TA,TA,Y,158,29,0,0,0,0,None,8,WD,Normal,214000,0
98,RL,73.0,10921,Reg,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,960,TA,Y,FuseF,960,0,0,960,1,0,3,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,TA,TA,P,120,0,0,0,0,0,None,5,WD,Normal,94750,1
99,RL,85.0,10625,Reg,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,458,Fa,N,SBrkr,835,0,0,835,1,0,2,TA,5,Typ,0,None,Basment,1920.0,Unf,1,Fa,TA,Y,0,0,77,0,0,0,Shed,5,COD,Abnorml,83000,0
100,RL,77.0,9320,IR1,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,950,Fa,Y,SBrkr,1225,0,0,1225,1,1,3,TA,6,Typ,0,None,None,None,None,0,None,None,Y,352,0,0,0,0,0,Shed,1,WD,Normal,128950,1
101,RL,0.0,10603,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,1610,Gd,Y,SBrkr,1610,0,0,1610,2,0,3,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,TA,TA,Y,168,68,0,0,0,0,None,2,WD,Normal,205000,1
102,RL,77.0,9206,Reg,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,741,TA,Y,SBrkr,977,755,0,1732,2,1,3,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,TA,TA,Y,192,46,0,0,0,0,None,6,WD,Normal,178000,0
103,RL,64.0,7018,Reg,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,None,TA,Fa,Slab,None,None,None,None,0,TA,Y,SBrkr,1535,0,0,1535,2,0,4,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Alloca,118964,0
104,RL,94.0,10402,IR1,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,1226,Ex,Y,SBrkr,1226,0,0,1226,2,0,3,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,TA,TA,Y,0,36,0,0,0,0,None,5,WD,Normal,198900,0
105,RM,0.0,7758,Reg,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,1040,Ex,Y,FuseF,1226,592,0,1818,1,1,4,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,TA,TA,Y,0,0,0,0,184,0,None,6,WD,Normal,169500,0
106,FV,75.0,9375,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,1053,Ex,Y,SBrkr,1053,939,0,1992,2,1,3,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,TA,TA,Y,140,45,0,0,0,0,None,8,WD,Normal,250000,0
107,RM,60.0,10800,Reg,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,641,Gd,Y,SBrkr,1047,0,0,1047,1,0,2,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,Fa,Fa,N,0,0,0,0,0,0,Shed,8,WD,Normal,100000,0
108,RM,50.0,6000,Reg,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,789,Ex,Y,SBrkr,789,0,0,789,1,0,2,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Partial,115000,0
109,RM,85.0,8500,Reg,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,None,TA,TA,CBlock,TA,TA,No,Unf,793,TA,N,FuseF,997,520,0,1517,2,0,3,Fa,7,Typ,0,None,None,None,None,0,None,None,N,0,0,144,0,0,0,None,8,WD,Normal,115000,0
110,RL,105.0,11751,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,1844,Ex,Y,SBrkr,1844,0,0,1844,2,0,3,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,TA,TA,Y,0,122,0,0,0,0,None,1,COD,Normal,190000,0
111,RL,75.0,9525,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,994,Gd,Y,SBrkr,1216,639,0,1855,2,0,4,TA,7,Typ,0,None,Attchd,1954.0,Unf,1,TA,TA,Y,182,0,0,0,0,0,None,10,WD,Normal,136900,0
112,RL,0.0,7750,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,384,Ex,Y,SBrkr,774,656,0,1430,2,1,3,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,TA,TA,Y,180,0,0,0,0,0,None,4,WD,Normal,180000,0
113,RL,77.0,9965,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,1264,Ex,Y,SBrkr,1282,1414,0,2696,2,1,4,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,TA,TA,Y,120,184,0,0,168,0,None,10,New,Partial,383970,1
114,RL,0.0,21000,Reg,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,1809,TA,Y,SBrkr,2259,0,0,2259,2,0,3,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2,TA,TA,Y,166,120,192,0,0,0,None,10,COD,Abnorml,217000,1
115,RL,61.0,7259,IR1,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,1028,Ex,Y,SBrkr,1436,884,0,2320,2,1,3,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1,TA,TA,Y,224,0,0,0,0,0,None,7,WD,Normal,259500,1
116,FV,34.0,3230,Reg,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,729,Gd,Y,SBrkr,729,729,0,1458,2,1,2,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2,TA,TA,Y,0,32,0,0,0,0,None,6,WD,Normal,176000,0
117,RL,0.0,11616,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,1092,TA,Y,SBrkr,1092,0,0,1092,1,0,3,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1,TA,TA,Y,0,20,144,0,0,0,None,9,WD,Normal,139000,1
118,RL,74.0,8536,Reg,Corner,Edwards,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,1125,Gd,Y,SBrkr,1125,0,0,1125,1,1,2,TA,5,Typ,0,None,Attchd,2007.0,Unf,2,TA,TA,Y,80,64,0,0,0,0,None,4,New,Partial,155000,0
119,RL,90.0,12376,Reg,Corner,SawyerW,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,1673,Gd,Y,SBrkr,1699,1523,0,3222,3,0,5,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3,TA,TA,Y,367,0,0,0,0,0,None,5,WD,Normal,320000,1
120,RL,65.0,8461,Reg,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,728,Ex,Y,SBrkr,728,728,0,1456,2,1,3,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,TA,TA,Y,0,24,0,0,0,0,None,7,New,Partial,163990,0
121,RL,0.0,21453,IR1,CulDSac,ClearCr,Norm,1Fam,SLvl,6,5,1969,Flat,Metal,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Ex,Y,SBrkr,988,0,0,988,1,0,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2,TA,TA,Y,0,130,0,130,0,0,None,10,WD,Normal,180000,1
122,RM,50.0,6060,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,Gable,CompShg,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,732,Gd,Y,SBrkr,772,351,0,1123,1,0,3,TA,4,Typ,0,None,Detchd,1979.0,Unf,1,TA,TA,P,0,0,140,0,0,0,None,6,WD,Normal,100000,0
123,RL,75.0,9464,Reg,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,1080,Gd,Y,SBrkr,1080,0,0,1080,1,0,3,TA,5,Typ,0,None,Attchd,1958.0,Unf,1,TA,TA,Y,0,0,0,0,130,0,None,6,WD,Normal,136000,0
124,RL,55.0,7892,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,1199,Ex,Y,SBrkr,1199,0,0,1199,2,0,2,Gd,5,Typ,0,None,Attchd,1993.0,RFn,2,TA,TA,Y,0,63,0,0,0,0,None,3,WD,Normal,153900,0
125,RL,48.0,17043,IR1,CulDSac,NWAmes,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,1362,TA,Y,SBrkr,1586,0,0,1586,2,0,3,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,TA,TA,Y,192,0,0,0,0,0,None,1,WD,Normal,181000,0
126,RM,60.0,6780,Reg,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,Gable,CompShg,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,520,Gd,N,SBrkr,520,0,234,754,1,0,2,TA,5,Typ,0,None,None,None,None,0,None,None,N,53,0,0,0,0,0,None,6,WD,Normal,84500,1
127,RL,0.0,4928,IR1,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,1078,TA,Y,SBrkr,958,0,0,958,2,0,2,TA,5,Typ,1,TA,Attchd,1977.0,RFn,2,TA,TA,Y,0,205,0,0,0,0,None,2,WD,Normal,128000,0
128,RM,55.0,4388,IR1,Inside,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,Gable,CompShg,WdShing,None,TA,Gd,BrkTil,TA,TA,No,LwQ,672,Ex,Y,SBrkr,840,0,0,840,1,0,3,TA,5,Typ,1,TA,None,None,None,0,None,None,N,0,0,0,0,0,0,None,6,WD,Normal,87000,0
129,RL,69.0,7590,Reg,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,660,TA,Y,SBrkr,660,688,0,1348,1,1,3,TA,6,Typ,1,Fa,Attchd,1966.0,RFn,2,TA,TA,Y,188,108,0,0,0,0,None,7,WD,Normal,155000,0
130,RL,69.0,8973,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1008,TA,Y,FuseA,1053,0,0,1053,1,1,3,Ex,6,Typ,0,None,2Types,1998.0,RFn,2,TA,TA,Y,0,80,0,180,0,0,None,7,WD,Abnorml,150000,1
131,RL,88.0,14200,Reg,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,924,Ex,Y,SBrkr,1216,941,0,2157,2,1,4,Gd,8,Typ,2,Gd,Attchd,1966.0,Fin,2,TA,TA,Y,105,66,0,0,0,0,None,5,WD,Normal,226000,0
132,RL,0.0,12224,IR1,Corner,Gilbert,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,992,Ex,Y,SBrkr,1022,1032,0,2054,2,1,3,Gd,7,Typ,1,TA,BuiltIn,2000.0,RFn,2,TA,TA,Y,24,48,0,0,0,0,None,7,WD,Normal,244000,1
133,RL,75.0,7388,Reg,Corner,NAmes,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,1063,Gd,Y,SBrkr,1327,0,0,1327,1,0,3,Gd,7,Typ,0,None,Detchd,1974.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,150750,1
134,RL,0.0,6853,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,1267,Ex,Y,SBrkr,1296,0,0,1296,2,0,2,Gd,6,Typ,0,None,Attchd,2001.0,Fin,2,TA,TA,Y,192,25,0,0,0,0,None,6,WD,Normal,220000,1
135,RL,78.0,10335,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,1461,Gd,Y,SBrkr,1721,0,0,1721,2,1,3,TA,7,Min1,1,TA,Attchd,1968.0,RFn,2,TA,TA,Y,0,96,180,0,0,0,None,7,WD,Normal,180000,0
136,RL,80.0,10400,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,6,1970,Hip,CompShg,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,1304,Gd,Y,SBrkr,1682,0,0,1682,2,0,3,TA,7,Typ,1,Gd,Attchd,1970.0,Unf,2,TA,TA,Y,98,0,0,0,0,0,None,5,WD,Normal,174000,0
137,RL,0.0,10355,IR1,Corner,NAmes,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1214,TA,Y,SBrkr,1214,0,0,1214,2,0,3,TA,5,Typ,1,Fa,Attchd,1967.0,RFn,1,TA,TA,Y,0,111,0,0,0,0,None,7,WD,Normal,143000,0
138,RL,82.0,11070,Reg,Inside,Mitchel,Norm,Duplex,1Story,7,5,1988,Gable,CompShg,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,1907,Gd,Y,SBrkr,1959,0,0,1959,3,0,5,TA,9,Typ,0,None,2Types,1989.0,Unf,3,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Family,171000,0
139,RL,73.0,9066,IR1,Inside,CollgCr,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,1004,Ex,Y,SBrkr,1004,848,0,1852,2,1,3,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3,TA,TA,Y,224,106,0,0,0,0,None,12,WD,Normal,230000,0
