Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
1128,3,182.0,14572,2,0,8,2,0,2,7,5,105,3,1,12,2,2,4,2,2,4,0,2,1530,0,1,4,1530,0,0,1530,2,0,3,2,7,6,1,2,1,90,0,3,5,5,2,144,36,0,0,0,0,1,11,8,3,259000,1
1129,3,59.0,11796,0,4,8,2,0,5,7,5,105,1,1,12,2,2,4,2,2,4,0,6,847,0,1,4,847,1112,0,1959,2,1,4,2,8,6,1,2,3,90,0,2,5,5,2,100,48,0,0,0,0,1,7,8,4,215000,0
1130,4,60.0,7200,3,4,17,2,2,6,5,5,81,1,1,8,1,3,4,1,2,4,1,2,936,4,1,4,936,0,0,936,1,0,2,3,4,6,0,3,5,66,3,2,5,5,2,49,0,0,0,0,0,1,8,8,4,140000,1
1131,3,65.0,7804,3,4,18,2,0,0,4,3,32,1,1,14,2,3,4,0,4,4,3,1,1122,4,1,4,1328,653,0,1981,2,0,4,2,7,3,2,5,5,67,3,2,5,5,2,431,44,0,0,0,0,1,12,8,4,135000,1
1132,3,63.0,10712,3,4,11,2,0,2,5,5,92,1,1,6,2,3,4,2,2,4,2,1,974,4,1,4,974,0,0,974,1,0,3,3,5,6,0,3,6,97,1,0,3,3,2,0,28,0,0,0,0,1,9,7,0,93500,0
1133,4,90.0,9900,3,4,17,2,0,5,6,4,2,1,1,13,2,3,4,0,4,4,2,6,1008,4,1,4,1178,1032,0,2210,2,0,5,1,8,6,0,3,5,18,3,1,1,5,0,0,48,0,0,0,0,1,5,8,4,117500,0
1134,3,80.0,9828,0,4,20,2,0,5,8,5,96,1,1,12,2,2,4,2,2,4,3,2,1128,0,1,4,1142,878,0,2020,2,1,3,2,8,6,1,5,1,81,2,2,5,5,2,0,155,0,0,0,0,1,6,8,4,239500,0
1135,3,57.0,8773,0,4,8,2,0,5,6,5,98,1,1,12,2,3,4,2,2,4,0,6,916,2,1,4,916,684,0,1600,2,1,3,3,7,6,1,5,1,83,0,2,5,5,2,100,38,0,0,0,0,1,8,8,4,169000,0
1136,4,60.0,6180,3,0,3,2,0,2,6,5,30,1,1,13,2,3,4,0,4,4,3,6,960,4,0,4,986,0,0,986,1,0,2,3,5,6,1,2,5,14,3,1,5,5,2,0,128,0,0,0,0,1,5,8,4,102000,0
1137,3,80.0,9600,3,4,12,2,0,0,6,5,51,1,1,12,2,3,4,1,4,4,3,1,1032,4,1,0,1032,220,0,1252,1,0,3,3,6,6,0,3,1,36,3,1,5,5,2,0,0,96,0,0,0,1,4,8,0,119000,0
1138,3,54.0,6342,3,4,19,1,0,0,5,8,1,1,1,12,2,3,2,1,4,4,3,6,780,2,0,4,780,240,0,1020,1,0,2,3,6,6,0,3,6,97,1,0,3,3,0,0,0,176,0,0,0,1,5,8,4,94000,0
1139,3,0.0,9819,0,4,11,2,0,2,6,5,78,1,1,9,2,3,4,2,4,4,1,0,1567,4,1,4,1567,0,0,1567,2,0,2,2,5,6,2,5,1,63,2,2,5,5,2,264,32,0,0,0,0,1,5,8,4,196000,1
1140,3,98.0,8731,0,4,3,2,0,2,5,5,24,1,1,11,2,3,1,0,4,4,3,1,915,4,1,4,1167,0,0,1167,1,0,3,3,6,0,1,2,5,58,3,2,5,5,2,0,0,216,0,126,0,1,5,8,4,144000,0
1141,3,60.0,7350,3,0,12,2,0,2,5,7,52,1,1,6,2,3,4,1,4,4,2,0,952,4,1,4,952,0,0,952,1,0,2,3,4,6,0,3,5,74,3,2,5,5,2,0,0,0,0,0,0,1,6,0,0,139000,1
1142,3,0.0,10304,0,1,14,4,0,5,5,7,77,1,1,9,1,3,2,1,4,4,3,0,780,0,1,4,1088,780,0,1868,2,1,4,2,9,6,1,5,1,62,3,2,5,5,2,448,96,0,0,0,0,1,10,8,4,197500,1
1143,3,77.0,9965,3,4,5,2,0,5,8,5,107,3,1,12,3,2,4,2,0,4,1,2,1466,0,1,4,1466,1362,0,2828,3,0,4,2,11,6,1,5,3,92,2,3,5,5,2,125,144,0,0,0,0,1,4,6,5,424870,1
1144,3,0.0,9000,3,4,19,2,0,2,5,3,60,1,1,13,2,3,4,1,4,4,3,2,1006,4,1,4,1006,0,0,1006,1,0,3,3,5,6,0,3,6,97,1,0,3,3,2,0,24,0,0,0,0,1,7,8,4,80000,0
1145,3,60.0,12180,3,4,7,2,1,0,4,4,44,1,1,8,2,3,1,0,2,4,3,1,672,1,0,0,672,252,0,924,1,0,2,1,5,6,0,3,5,29,3,1,5,5,2,0,0,0,0,0,0,1,7,8,4,80000,1
1146,4,52.0,6240,3,4,3,2,0,0,5,6,32,1,1,8,2,3,4,0,4,4,3,6,1042,0,1,4,1042,534,0,1576,1,0,3,3,8,6,1,2,5,16,3,1,5,5,2,0,0,0,0,0,0,1,8,8,3,149000,0
1147,3,0.0,11200,3,4,20,2,0,2,6,5,86,1,1,13,1,2,4,1,2,4,3,2,1298,4,1,4,1298,0,0,1298,2,0,3,2,5,6,1,5,1,71,3,2,5,5,2,165,26,0,0,0,0,1,5,8,4,180000,1
1148,3,75.0,12000,3,4,6,2,0,5,7,7,44,1,1,8,2,3,4,1,4,4,3,5,704,0,1,4,860,704,0,1564,1,1,3,1,7,6,1,2,1,29,3,1,5,5,2,0,0,0,0,0,0,1,7,8,4,174500,0
1149,4,0.0,5700,3,4,17,2,0,0,7,7,30,1,1,13,2,3,4,2,4,4,3,6,572,4,1,4,572,539,0,1111,1,0,2,3,5,6,1,2,5,68,3,1,5,5,2,0,0,176,0,0,0,1,8,8,4,116900,0
1150,4,50.0,9000,3,4,17,0,0,5,7,9,24,3,1,12,2,3,2,2,4,4,3,0,650,0,1,4,832,650,0,1482,1,0,3,3,7,6,0,3,5,18,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,143000,1
1151,3,57.0,8280,0,4,12,2,0,2,6,5,51,1,1,3,2,3,4,1,4,4,3,6,932,0,1,0,932,0,0,932,1,0,2,2,4,6,1,2,1,36,3,1,5,5,2,0,0,214,0,0,0,1,11,8,4,124000,0
1152,3,134.0,17755,3,4,7,2,0,2,5,4,60,1,1,6,1,3,4,1,4,4,3,1,1466,4,1,4,1466,0,0,1466,1,1,3,1,6,6,2,2,1,45,0,2,5,5,2,0,140,0,0,100,0,1,11,8,4,149900,0
1153,3,90.0,14115,0,4,6,2,0,2,6,7,57,1,1,10,2,3,4,2,4,4,3,0,1073,0,1,4,1811,0,0,1811,1,0,2,0,6,6,1,2,1,42,0,2,5,5,2,0,0,280,0,0,0,1,7,8,0,230000,0
1154,4,0.0,5890,3,0,9,2,0,2,6,8,34,1,1,13,2,2,2,0,4,4,0,0,816,0,1,4,816,0,0,816,1,0,2,3,5,6,0,3,5,88,3,1,5,5,2,0,0,96,0,0,0,1,6,8,4,120500,0
1155,3,0.0,13700,0,4,12,2,0,5,7,6,66,1,1,12,3,3,4,1,4,4,1,0,864,4,1,4,902,918,0,1820,1,2,4,2,8,6,2,2,1,51,3,2,5,5,2,60,84,0,0,273,0,1,5,8,4,201800,0
1156,3,90.0,10768,0,0,24,2,0,2,5,8,77,1,1,9,2,2,2,1,2,4,1,0,1437,4,1,4,1437,0,0,1437,2,0,3,2,6,6,1,1,1,62,2,2,5,5,2,0,21,0,0,180,0,1,7,8,4,218000,1
1157,3,85.0,9350,3,4,12,2,0,7,5,8,66,1,1,3,2,3,2,2,4,4,1,0,1219,2,1,4,1265,0,0,1265,2,0,3,2,6,6,1,2,1,51,2,2,5,5,2,0,92,0,96,0,0,1,10,8,4,179900,1
1158,3,34.0,5001,0,4,16,2,3,2,7,5,108,1,1,12,3,2,4,2,2,4,3,2,1314,0,1,4,1314,0,0,1314,2,0,2,2,6,6,1,2,1,94,2,2,5,5,2,172,62,0,0,0,0,1,7,8,4,230000,1
1159,3,92.0,11932,3,2,21,1,0,2,8,5,108,1,1,12,3,2,4,2,2,4,3,6,1580,0,1,4,1580,0,0,1580,2,0,3,2,7,6,0,3,1,94,2,3,5,5,2,0,24,0,0,0,0,1,6,3,5,235128,0
1160,3,76.0,9120,3,4,14,2,0,5,6,6,75,3,1,6,1,2,4,1,4,4,3,0,901,4,1,4,943,933,0,1876,2,1,4,2,8,6,1,5,1,60,2,2,2,5,2,0,69,0,0,0,0,1,7,8,4,185000,0
1161,3,24.0,2280,3,4,13,2,3,5,6,5,79,1,1,9,2,3,4,1,2,4,3,0,855,1,1,4,855,601,0,1456,2,1,3,3,7,6,1,5,1,64,3,2,5,5,2,26,0,0,0,0,0,1,7,8,4,146000,0
1162,3,0.0,14778,0,1,6,4,0,2,6,7,55,3,1,6,1,2,4,1,4,4,3,1,1296,0,1,4,1640,0,0,1640,1,0,3,2,7,6,1,2,5,79,3,2,5,5,2,108,0,0,216,0,0,1,11,8,4,224000,1
1163,3,109.0,8724,3,4,19,2,0,2,5,5,69,1,1,12,2,3,4,1,2,4,3,1,894,2,1,4,894,0,0,894,1,0,3,3,5,6,1,4,1,54,0,2,5,5,2,0,0,0,0,0,0,1,5,8,4,129000,0
1164,3,60.0,12900,3,4,19,1,2,6,4,4,70,1,1,9,2,3,4,1,2,4,0,2,1198,4,1,4,1258,0,0,1258,0,2,0,3,6,6,0,3,4,55,3,2,1,5,2,120,0,0,0,0,0,1,1,8,2,108959,1
1165,3,0.0,16157,0,2,24,1,0,7,5,7,79,1,1,9,2,3,4,2,2,4,1,0,1360,0,1,4,1432,0,0,1432,1,1,2,2,5,6,1,5,1,64,3,2,5,5,2,168,180,0,0,0,0,1,6,8,4,194000,1
1166,3,79.0,9541,0,4,16,2,0,2,7,5,110,1,1,12,3,2,4,2,2,4,3,6,1502,0,1,4,1502,0,0,1502,2,0,3,2,7,6,0,3,1,95,2,2,5,5,2,0,114,0,0,0,0,1,9,6,5,233170,0
1167,3,64.0,10475,0,0,5,2,0,2,8,5,109,1,1,12,3,2,4,2,2,4,0,6,1694,0,1,4,1694,0,0,1694,2,0,3,2,7,6,0,3,1,94,2,3,5,5,2,160,33,0,0,0,0,1,2,8,4,245350,0
1168,3,58.0,10852,0,4,8,6,0,5,6,5,101,1,1,12,2,3,4,2,2,4,3,2,959,0,1,4,959,712,0,1671,2,1,3,3,7,6,1,5,1,86,0,2,5,5,2,0,38,0,0,0,0,1,2,8,4,173000,1
1169,3,120.0,13728,3,0,7,2,0,5,6,7,38,3,1,11,2,3,4,1,4,4,3,5,1127,0,1,4,1236,872,0,2108,2,0,4,2,7,6,2,5,2,23,3,2,5,5,2,0,0,0,0,90,0,1,7,8,4,235000,0
1170,3,118.0,35760,0,1,15,2,0,5,10,5,96,3,1,6,1,2,2,2,0,4,1,2,1930,0,1,4,1831,1796,0,3627,3,1,4,2,10,6,1,5,1,81,0,3,5,5,2,361,76,0,0,0,0,1,7,8,4,625000,1
1171,3,76.0,9880,3,4,11,2,0,7,6,6,78,1,1,9,2,3,4,1,4,4,0,0,1096,4,1,4,1118,0,0,1118,1,0,3,3,6,6,1,4,1,63,0,1,5,5,2,203,0,0,0,0,576,1,7,8,4,171000,1
1172,3,76.0,9120,3,4,12,2,0,2,6,6,59,3,1,8,2,3,4,1,4,4,3,0,1261,0,1,4,1261,0,0,1261,1,0,3,3,6,6,1,5,1,44,2,2,5,5,2,0,0,0,0,288,0,3,11,8,4,163000,1
1173,1,35.0,4017,0,4,21,2,4,5,7,5,107,1,1,8,2,2,4,2,2,4,3,6,625,0,1,4,625,625,0,1250,2,1,2,2,5,6,0,3,5,92,0,2,5,5,2,0,54,0,0,0,0,1,3,8,4,171900,0
1174,3,138.0,18030,0,4,4,2,0,0,5,6,47,1,1,8,2,3,4,1,4,4,3,5,1598,4,1,4,1636,971,479,3086,3,0,3,0,12,0,1,2,6,97,1,0,3,3,2,122,0,0,0,0,0,1,3,8,4,200500,0
1175,3,80.0,16560,0,4,6,2,0,5,6,8,36,1,1,13,2,3,4,0,2,4,3,5,952,4,1,4,1170,1175,0,2345,2,1,4,3,9,6,1,2,5,20,3,2,5,5,2,0,0,0,0,0,0,1,7,8,4,239000,0
1176,3,85.0,10678,3,4,15,2,0,0,8,5,93,3,1,6,1,2,4,2,2,4,3,2,1683,0,1,4,2129,743,0,2872,2,1,4,2,9,6,1,5,1,78,0,2,5,5,2,0,33,0,0,0,0,1,4,8,4,285000,0
1177,3,37.0,6951,0,1,11,2,0,2,5,5,85,1,1,6,2,3,4,1,4,4,3,0,876,4,1,4,923,0,0,923,1,0,3,3,5,6,0,3,1,70,3,1,5,5,2,362,0,0,0,0,0,1,10,8,4,119500,1
1178,4,0.0,3950,3,4,17,0,0,0,6,8,30,1,1,8,2,3,4,1,4,4,3,5,818,4,1,4,818,406,0,1224,1,0,3,3,5,6,0,3,5,14,3,1,5,5,0,0,0,116,0,0,0,1,12,8,4,115000,0
1179,3,54.0,7681,0,2,6,2,0,0,5,6,25,1,1,13,2,3,4,0,4,4,3,6,731,0,1,4,820,523,0,1343,1,1,3,3,7,6,1,2,5,9,3,1,1,5,2,192,0,102,0,0,0,1,7,8,4,154900,0
1180,3,77.0,8335,3,0,7,2,0,2,5,5,55,1,1,13,2,3,4,3,3,2,4,4,0,2,1,4,1124,0,0,1124,1,0,3,3,5,3,1,2,6,97,1,0,3,3,0,0,36,190,0,0,0,1,4,8,4,93000,0
1181,3,0.0,11170,1,0,23,2,0,5,7,5,91,1,1,8,2,3,4,5,2,4,3,3,1216,0,1,4,1298,1216,0,2514,2,1,4,3,8,6,0,3,1,76,0,2,5,5,2,0,0,0,0,0,0,1,4,8,4,250000,0
1182,4,64.0,5587,0,4,6,2,4,2,8,5,109,3,1,5,3,0,4,2,0,4,1,2,1600,0,1,4,1652,0,0,1652,2,0,2,2,5,6,1,2,1,94,0,2,5,5,2,162,53,0,153,0,0,1,11,6,5,392500,1
1183,3,160.0,15623,0,0,15,2,0,5,10,5,97,3,1,13,2,2,4,2,0,4,0,2,2396,0,1,4,2411,2065,0,4476,3,1,4,0,10,6,2,5,1,82,0,3,5,5,2,171,78,0,0,0,555,1,7,8,0,745000,1
1184,3,60.0,10800,3,4,17,2,0,2,5,6,24,3,1,11,2,3,4,0,4,4,3,5,1120,0,1,4,1130,0,0,1130,1,0,2,3,5,6,1,2,5,56,3,2,5,5,2,229,0,0,0,0,0,1,6,8,4,120000,1
1185,3,50.0,35133,3,4,23,2,0,2,5,4,64,3,1,8,1,3,4,1,4,4,1,5,1572,2,1,4,1572,0,0,1572,1,1,3,3,5,6,2,5,0,49,2,3,5,5,2,0,263,0,0,263,0,1,5,8,4,186700,1
1186,3,60.0,9738,3,4,7,2,0,0,5,7,28,1,1,0,2,3,2,0,4,4,3,1,784,2,1,4,949,272,0,1221,1,0,4,3,7,6,0,3,1,51,3,1,5,5,2,0,0,236,0,0,0,1,3,8,4,104900,1
1187,3,107.0,10615,0,0,17,0,1,5,3,5,9,1,1,6,2,3,4,1,1,4,2,1,978,4,1,4,1014,685,0,1699,2,0,3,3,7,6,0,3,4,8,3,2,1,1,2,0,74,0,0,0,0,1,8,8,0,95000,1
1188,3,89.0,12461,3,0,15,2,0,2,8,5,95,1,1,7,2,2,4,2,2,4,3,2,1624,0,1,4,1624,0,0,1624,2,0,2,2,5,6,1,1,1,80,2,3,5,5,2,0,114,192,0,0,0,1,7,8,4,262000,1
1189,3,68.0,8935,0,4,5,2,0,5,7,5,103,1,1,12,1,2,4,2,2,4,3,6,831,0,1,4,831,829,0,1660,2,1,3,2,7,6,0,3,1,88,2,2,5,5,2,144,68,0,0,0,0,1,7,8,4,195000,0
1190,3,60.0,7500,3,4,8,2,0,5,7,5,100,1,1,12,2,3,4,2,4,4,3,6,994,2,1,4,1028,776,0,1804,2,1,3,2,7,6,1,5,1,85,0,2,5,5,2,140,60,0,0,0,0,1,6,8,4,189000,0
1191,3,0.0,32463,3,4,11,2,1,2,4,4,62,1,1,8,3,3,2,1,4,4,0,1,1249,0,1,4,1622,0,0,1622,1,0,3,3,7,6,1,5,0,61,0,4,5,5,2,439,0,0,0,0,0,1,3,8,4,168000,1
1192,1,24.0,2645,3,4,21,2,3,5,8,5,100,1,1,8,1,2,4,2,2,4,3,6,776,0,1,4,764,677,0,1441,2,1,2,2,5,6,0,3,5,85,3,2,5,5,2,206,0,0,0,0,0,1,11,8,4,174000,0
1193,4,60.0,9600,3,4,17,2,0,0,5,8,29,2,1,12,2,3,4,2,4,4,2,6,702,2,1,4,842,630,0,1472,1,0,3,2,6,6,0,3,5,13,3,1,5,1,1,0,0,84,0,0,0,1,7,8,4,125000,0
1194,4,0.0,4500,3,2,11,2,4,2,6,5,100,3,1,12,1,3,4,2,0,4,3,2,1224,0,1,4,1224,0,0,1224,2,0,2,3,5,6,0,3,1,85,0,2,5,5,2,0,304,0,0,0,0,1,6,8,4,165000,1
1195,3,80.0,9364,3,0,19,2,0,5,6,7,70,1,1,6,3,3,4,1,4,4,3,0,663,4,1,4,663,689,0,1352,1,1,4,3,7,6,0,3,1,55,0,1,5,5,2,379,36,0,0,0,0,1,3,8,4,158000,0
1196,3,51.0,8029,0,4,8,2,0,5,6,5,106,1,1,12,2,3,4,2,2,4,3,6,728,0,1,4,728,728,0,1456,2,1,3,2,8,6,0,3,1,91,0,2,5,5,2,100,24,0,0,0,0,1,7,8,4,176000,0
1197,3,58.0,14054,0,4,8,2,0,5,7,5,107,1,1,12,2,2,4,2,2,4,0,6,879,0,1,4,879,984,0,1863,2,1,4,2,9,6,1,2,3,92,0,3,5,5,2,100,17,0,0,0,0,1,11,6,5,219210,0
1198,4,65.0,8850,0,0,17,2,0,4,7,6,20,1,1,8,2,3,4,0,4,4,3,6,815,0,1,4,815,875,0,1690,1,0,3,3,7,6,1,2,5,6,3,1,5,5,2,0,0,330,0,0,0,1,7,5,4,144000,0
1199,3,70.0,9100,3,4,5,2,0,2,7,5,102,1,1,12,2,2,4,2,2,4,3,6,1212,0,1,4,1212,0,0,1212,2,0,3,2,6,6,0,3,1,87,2,2,5,5,2,356,0,0,0,0,0,1,6,8,4,178000,0
1200,3,75.0,11235,3,4,19,2,0,2,4,5,64,1,1,6,1,3,4,1,4,4,3,5,1051,2,1,4,1382,0,0,1382,1,1,3,3,6,6,1,4,1,60,3,2,5,5,2,0,82,0,0,0,0,1,10,8,4,148000,0
1201,3,71.0,9353,3,4,12,2,0,2,4,5,71,1,1,8,2,3,4,1,4,4,3,6,864,2,1,4,864,0,0,864,1,0,3,3,5,6,0,3,1,58,3,1,5,5,2,0,0,0,0,0,0,3,7,7,0,116050,0
1202,3,80.0,10400,3,0,5,2,0,5,7,5,99,1,1,12,2,3,4,2,2,4,0,6,866,0,1,4,866,913,0,1779,2,1,3,2,6,6,0,3,1,84,2,2,5,5,2,198,36,0,0,0,0,1,3,8,4,197900,0
1203,4,50.0,6000,3,0,3,2,0,0,5,8,29,1,1,13,2,3,4,0,4,4,3,6,884,0,1,4,884,464,0,1348,1,0,3,3,5,6,1,1,5,46,3,1,5,5,0,0,0,208,0,0,0,1,5,8,4,117000,1
1204,3,75.0,9750,3,4,5,2,0,2,7,5,101,1,1,12,1,2,4,2,2,4,3,6,1630,0,1,4,1630,0,0,1630,2,0,3,2,6,6,1,5,1,86,3,2,5,5,2,74,234,0,0,0,0,1,10,8,4,213000,0
1205,3,78.0,10140,3,4,14,2,0,2,5,6,76,1,1,6,2,3,4,1,2,4,3,0,1056,0,1,4,1074,0,0,1074,1,1,3,3,6,6,0,3,1,61,2,2,5,5,2,0,88,0,0,0,0,1,7,8,4,153500,1
1206,3,90.0,14684,0,1,20,2,0,2,7,7,91,3,1,6,1,2,4,1,2,4,2,0,2158,2,1,4,2196,0,0,2196,2,0,3,2,7,6,1,5,1,76,2,3,5,5,2,84,70,0,0,0,0,1,6,8,4,271900,0
1207,2,0.0,8900,3,4,20,2,0,2,4,4,67,1,1,6,2,3,4,1,4,4,3,5,1056,4,1,4,1056,0,0,1056,1,0,2,3,5,6,0,3,5,52,3,1,5,5,2,0,42,0,0,0,0,1,11,8,4,107000,1
1208,3,70.0,9135,3,4,5,2,0,2,6,5,104,1,1,12,1,2,4,2,2,4,0,2,1682,0,1,4,1700,0,0,1700,2,0,3,2,7,6,0,3,1,89,2,2,5,5,2,192,23,0,0,0,0,1,5,8,4,200000,1
1209,3,70.0,7763,3,4,12,2,0,2,5,7,63,1,1,8,2,3,2,1,4,4,3,5,931,4,1,4,1283,0,0,1283,1,0,3,3,6,6,0,3,5,66,3,2,5,5,2,0,0,0,0,0,0,1,10,8,4,140000,1
1210,3,85.0,10182,0,1,21,8,0,2,8,5,107,3,1,12,3,2,4,2,0,4,2,2,1660,0,1,4,1660,0,0,1660,2,0,3,2,8,6,1,2,1,92,2,2,5,5,2,322,50,0,0,0,0,1,5,6,5,290000,1
1211,3,70.0,11218,3,4,20,2,0,5,6,5,93,1,1,13,2,2,4,2,2,4,3,6,1055,0,1,4,1055,790,0,1845,2,1,3,2,8,6,1,5,1,78,2,2,5,5,2,635,104,0,0,0,0,3,5,8,4,189000,0
1212,3,152.0,12134,0,4,8,2,0,0,8,7,89,1,1,13,2,2,4,5,2,4,0,2,559,2,1,4,1080,672,0,1752,2,0,4,3,8,6,0,3,2,74,2,2,5,5,2,325,12,0,0,0,0,1,6,8,4,164000,0
1213,3,50.0,9340,3,4,7,2,0,2,4,6,44,3,1,8,2,3,4,1,4,4,3,5,672,4,1,4,672,0,0,672,1,0,2,3,4,6,0,3,1,29,3,1,5,5,0,0,113,0,0,0,0,1,8,8,4,113000,1
1214,3,0.0,10246,0,1,19,2,0,7,4,9,66,1,1,12,2,3,2,1,4,1,0,2,648,0,1,4,960,0,0,960,0,0,0,3,3,6,0,3,1,51,3,1,5,5,2,88,0,0,0,0,0,1,5,8,4,145000,1
1215,3,69.0,10205,0,4,12,2,0,6,5,5,63,1,1,8,2,3,4,1,4,4,0,1,925,4,1,4,999,0,0,999,1,0,3,3,6,6,0,3,1,48,3,1,5,5,2,150,72,0,0,0,0,1,5,8,4,134500,1
1216,3,99.0,7094,0,4,19,2,0,2,5,5,67,1,1,12,2,3,4,1,4,4,3,5,894,4,1,4,894,0,0,894,1,0,3,3,5,6,0,3,5,52,2,1,5,5,2,0,0,0,0,0,0,1,5,8,4,125000,0
1217,4,68.0,8930,3,4,19,5,2,0,6,5,79,1,1,12,2,3,4,3,3,2,4,4,0,4,1,4,1318,584,0,1902,2,0,4,3,8,6,0,3,1,64,3,2,5,5,2,0,0,0,0,0,0,1,4,8,4,112000,0
1218,1,72.0,8640,3,4,21,2,0,2,8,5,110,1,1,5,3,2,4,2,2,4,2,2,1300,0,1,4,1314,0,0,1314,2,0,3,2,6,6,0,3,1,95,2,2,5,5,2,135,112,0,0,0,0,1,9,6,5,229456,1
1219,4,52.0,6240,3,4,3,2,0,0,4,5,48,1,1,0,2,3,4,3,3,2,4,4,0,2,0,4,672,240,0,912,1,0,2,3,3,6,0,3,6,97,1,0,3,3,0,0,0,0,0,0,0,1,7,8,4,80500,0
1220,4,21.0,1680,3,4,2,2,3,5,6,5,72,1,1,5,1,3,4,1,4,4,3,6,672,4,1,4,672,546,0,1218,1,1,3,3,7,6,0,3,6,97,1,0,3,3,0,201,0,0,0,0,0,1,4,8,0,91500,0
1221,3,66.0,7800,0,4,12,2,0,2,5,5,65,1,1,13,2,3,4,1,4,4,3,5,912,4,1,4,912,0,0,912,1,0,2,3,5,6,0,3,1,50,3,1,5,5,2,0,0,0,0,0,0,1,11,8,0,115000,0
1222,3,55.0,8250,3,4,19,1,0,2,5,5,69,3,1,6,2,3,4,1,4,4,3,1,952,0,1,4,1211,0,0,1211,1,0,3,3,5,6,1,5,1,54,3,1,5,5,2,0,63,0,0,0,0,1,8,8,4,134000,0
1223,3,78.0,10496,3,4,12,0,0,0,6,6,50,1,1,13,1,3,4,1,4,4,2,5,1040,0,1,4,1168,678,0,1846,2,0,3,3,7,6,1,2,1,35,3,1,5,5,2,0,0,0,0,0,0,1,1,8,4,143000,0
1224,3,89.0,10680,3,4,12,2,0,2,5,3,52,3,1,13,1,3,4,1,4,0,3,3,2136,4,0,0,2136,0,0,2136,2,0,4,3,7,4,0,3,5,37,3,2,5,5,2,0,30,0,0,0,0,1,10,8,4,137900,0
1225,3,60.0,15384,0,4,8,6,0,5,7,5,105,1,1,12,2,2,4,2,2,4,0,2,788,0,1,4,788,702,0,1490,2,1,3,2,8,6,1,2,1,90,0,2,5,5,2,100,75,0,0,0,0,1,2,8,4,184000,1
1226,3,65.0,10482,3,4,12,2,0,7,6,8,59,3,1,12,1,3,2,1,4,4,0,2,588,0,1,4,1138,0,0,1138,1,0,3,3,6,6,0,3,1,44,2,1,5,5,2,224,0,0,0,0,0,1,6,8,4,145000,1
1227,3,86.0,14598,0,1,21,1,0,5,6,5,108,1,1,12,3,2,4,2,2,4,2,6,894,0,1,4,894,1039,0,1933,2,1,4,2,9,6,1,2,3,93,0,3,5,5,2,100,18,0,0,0,0,1,1,8,4,214000,0
1228,3,72.0,8872,3,0,12,2,0,2,5,8,66,1,1,12,1,3,4,1,4,4,3,0,912,0,1,4,912,0,0,912,1,0,2,2,5,6,0,3,5,78,3,2,5,5,2,0,240,0,0,0,0,1,12,8,4,147000,1
1229,3,65.0,8769,3,0,16,2,4,2,9,5,109,3,1,8,1,0,4,2,0,4,3,2,1702,0,1,4,1702,0,0,1702,1,1,1,0,7,6,1,2,1,94,0,3,5,5,2,0,72,0,0,224,0,1,10,6,5,367294,1
1230,3,70.0,7910,3,4,12,2,0,7,5,5,61,3,1,3,2,3,4,1,4,4,3,0,1075,2,1,4,1507,0,0,1507,2,0,4,3,7,0,0,3,2,46,3,1,5,5,2,0,0,0,0,0,0,1,8,8,4,127000,0
1231,3,0.0,18890,0,4,19,1,2,0,5,5,78,5,1,9,2,3,4,1,2,4,3,2,1361,0,1,4,1361,1259,0,2620,2,2,4,3,12,6,1,5,3,63,2,2,5,5,0,155,24,145,0,0,0,0,8,8,4,190000,0
1232,3,70.0,7728,3,4,12,2,2,7,5,6,63,3,1,13,1,3,4,1,4,4,0,0,1106,4,1,4,1190,0,0,1190,1,0,3,3,6,6,0,3,1,48,3,2,5,5,2,0,18,0,0,0,0,1,5,8,4,132500,1
1233,3,70.0,9842,3,2,12,2,2,2,4,5,63,1,1,6,2,3,4,3,3,2,4,4,0,4,1,4,1224,0,0,1224,2,0,2,3,6,6,0,3,4,48,3,2,5,5,2,0,0,0,0,0,0,1,3,8,4,101800,0
1234,3,0.0,12160,0,4,12,2,0,2,5,5,60,3,1,9,1,3,4,1,4,4,3,5,1188,1,1,4,1188,0,0,1188,1,0,3,3,6,6,0,3,1,45,2,2,5,5,2,0,0,0,0,0,0,1,5,0,0,142000,1
1235,2,55.0,8525,3,4,18,2,0,5,5,6,15,1,1,8,2,3,4,2,4,4,0,6,940,4,0,0,1024,940,0,1964,1,1,4,3,7,6,0,3,6,97,1,0,3,3,0,0,192,0,0,0,0,1,11,8,0,130000,0
