"","id","garagecars","garagetype_2Types","garagetype_Attchd","garagetype_Basment","garagetype_BuiltIn","garagetype_CarPort","garagetype_Detchd","garagetype_NA","garagefinish_Fin","garagefinish_RFn","garagefinish_Unf","garagefinish_NA"
"1382",1382,2,0,1,0,0,0,0,0,1,0,0,0
"1383",1383,2,0,0,0,0,0,1,0,0,0,1,0
"1384",1384,2,0,1,0,0,0,0,0,0,0,1,0
"1385",1385,1,0,0,0,0,0,1,0,0,0,1,0
"1386",1386,1,0,0,0,0,0,1,0,0,0,1,0
"1387",1387,2,0,1,0,0,0,0,0,0,1,0,0
"1388",1388,1,0,0,0,0,0,1,0,0,0,1,0
"1389",1389,3,0,1,0,0,0,0,0,1,0,0,0
"1390",1390,2,0,0,0,0,0,1,0,0,0,1,0
"1391",1391,2,0,1,0,0,0,0,0,0,1,0,0
"1392",1392,3,0,0,0,0,0,1,0,0,0,1,0
"1393",1393,1,0,1,0,0,0,0,0,0,1,0,0
"1394",1394,2,0,0,0,0,0,1,0,0,0,1,0
"1395",1395,3,0,1,0,0,0,0,0,1,0,0,0
"1396",1396,3,0,0,0,1,0,0,0,1,0,0,0
"1397",1397,2,0,0,0,0,0,1,0,0,0,1,0
"1398",1398,1,0,0,0,0,0,1,0,0,0,1,0
"1399",1399,1,0,1,0,0,0,0,0,0,0,1,0
"1400",1400,1,0,0,0,0,0,1,0,0,0,1,0
"1401",1401,1,0,0,0,1,0,0,0,0,1,0,0
"1402",1402,2,0,1,0,0,0,0,0,1,0,0,0
"1403",1403,2,0,1,0,0,0,0,0,0,1,0,0
"1404",1404,3,0,1,0,0,0,0,0,0,0,1,0
"1405",1405,3,0,0,0,0,0,1,0,0,0,1,0
"1406",1406,2,0,1,0,0,0,0,0,1,0,0,0
"1407",1407,2,0,0,0,0,0,1,0,0,0,1,0
"1408",1408,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1409",1409,2,0,0,0,0,0,1,0,0,0,1,0
"1410",1410,2,0,1,0,0,0,0,0,1,0,0,0
"1411",1411,2,0,1,0,0,0,0,0,0,1,0,0
"1412",1412,1,0,1,0,0,0,0,0,0,0,1,0
"1413",1413,2,0,0,0,0,0,1,0,0,0,1,0
"1414",1414,2,0,1,0,0,0,0,0,1,0,0,0
"1415",1415,2,0,0,0,0,0,1,0,0,0,1,0
"1416",1416,3,0,1,0,0,0,0,0,0,1,0,0
"1417",1417,2,0,0,0,0,0,1,0,0,0,1,0
"1418",1418,3,0,1,0,0,0,0,0,1,0,0,0
"1419",1419,1,0,0,0,0,0,1,0,0,0,1,0
"1420",1420,2,0,1,0,0,0,0,0,0,1,0,0
"1421",1421,2,0,1,0,0,0,0,0,0,1,0,0
"1422",1422,2,0,1,0,0,0,0,0,0,1,0,0
"1423",1423,2,0,1,0,0,0,0,0,1,0,0,0
"1424",1424,2,0,1,0,0,0,0,0,0,0,1,0
"1425",1425,1,0,0,0,0,0,1,0,0,0,1,0
"1426",1426,2,0,0,0,0,0,1,0,0,0,1,0
"1427",1427,2,0,1,0,0,0,0,0,0,1,0,0
"1428",1428,1,0,1,0,0,0,0,0,0,0,1,0
"1429",1429,1,0,1,0,0,0,0,0,0,0,1,0
"1430",1430,2,0,1,0,0,0,0,0,1,0,0,0
"1431",1431,2,0,0,0,1,0,0,0,1,0,0,0
"1432",1432,2,0,1,0,0,0,0,0,0,1,0,0
"1433",1433,1,0,0,0,0,0,1,0,0,0,1,0
"1434",1434,2,0,1,0,0,0,0,0,1,0,0,0
"1435",1435,2,0,1,0,0,0,0,0,0,1,0,0
"1436",1436,2,0,1,0,0,0,0,0,0,1,0,0
"1437",1437,2,0,0,0,0,0,1,0,0,0,1,0
"1438",1438,3,0,1,0,0,0,0,0,1,0,0,0
"1439",1439,2,0,1,0,0,0,0,0,0,0,1,0
"1440",1440,2,0,1,0,0,0,0,0,0,1,0,0
"1441",1441,2,0,0,0,0,0,1,0,1,0,0,0
"1442",1442,2,0,1,0,0,0,0,0,0,1,0,0
"1443",1443,3,0,1,0,0,0,0,0,1,0,0,0
"1444",1444,1,0,0,0,0,0,1,0,0,0,1,0
"1445",1445,2,0,1,0,0,0,0,0,0,1,0,0
"1446",1446,1,0,0,0,0,0,1,0,0,0,1,0
"1447",1447,1,0,1,0,0,0,0,0,0,0,1,0
"1448",1448,2,0,1,0,0,0,0,0,0,1,0,0
"1449",1449,1,0,0,0,0,0,1,0,0,0,1,0
"1450",1450,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1451",1451,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1452",1452,3,0,1,0,0,0,0,0,1,0,0,0
"1453",1453,2,0,0,1,0,0,0,0,1,0,0,0
"1454",1454,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"1455",1455,2,0,1,0,0,0,0,0,0,1,0,0
"1456",1456,2,0,1,0,0,0,0,0,0,1,0,0
"1457",1457,2,0,1,0,0,0,0,0,0,0,1,0
"1458",1458,1,0,1,0,0,0,0,0,0,1,0,0
"1459",1459,1,0,1,0,0,0,0,0,0,0,1,0
"1460",1460,1,0,1,0,0,0,0,0,1,0,0,0
